,alpha,delta,experiment,filename,filter,h,l,language,make-param,mean,min,s,size,tmean,var
53,,"[36932632, 38618720, 36959034, 36863753, 36832063, 36972246, 40815117, 41148039, 71651582, 49998308, 36967191, 37139839, 37176489, 37320915, 38870788, 37566756, 37028885, 36204249, 36832420, 36848795, 36602793, 36607963, 36669801, 36511768, 36390546, 36900513, 36560781, 36619883, 36839246, 36456814, 36205526, 36933257, 36277232, 36421778, 36718602, 36400004, 37255454, 36903132, 36339453, 36382362, 37140214, 36652811, 36351342, 36776333, 37227593, 36298045, 38222287, 38057933, 39064074, 36742182, 37078643, 49653587, 43890205, 37651329, 43831943, 39094369, 36554107, 39703713, 39789489, 38029425, 36118054, 37862085, 36579735, 36386119, 36492999, 36693694, 36483098, 36950591, 36931204, 36717575, 36914236, 36999525, 36791569, 37015331, 37093457, 36962382, 38109753, 37052723, 36557594, 36881341, 37009367, 36852869, 36857872, 37009166, 36998044, 36850779, 36977588, 36840109, 36865884, 36995181, 36876876, 36642007, 37080474, 36920579, 36790965, 36867210, 36707916, 36777412, 53726453, 36911969]",hsl-force-first-if,hsl-empty-if-0-0-0 400x400 (1956297539),hsl,0.0,0.0,asm2,o0shuffles,38007061.38,36118054,0.0,400,36905453.38,18989322051520.0
54,,"[58000139, 85410290, 64045264, 69681429, 101677723, 82987673, 83209105, 81483571, 78224200, 79817988, 79589120, 81858422, 93945844, 61281185, 49944826, 48405375, 41287954, 38676461, 83362408, 81847402, 132125194, 86885419, 77471180, 80351924, 38820218, 41954388, 38313930, 37773730, 39050936, 45020934, 38266621, 38785699, 41619530, 38414069, 80782843, 79763889, 74827937, 38457932, 61103779, 72695347, 95915186, 84136549, 72628638, 72903597, 61096812, 72820001, 100636029, 97900117, 39180526, 59131495, 40262144, 68035847, 38993705, 74961544, 39867683, 66916724, 51105048, 66008643, 49889799, 61220810, 51912726, 59212340, 43676702, 53071407, 41663336, 63301933, 43945956, 40207084, 64335529, 40327919, 58792720, 42066701, 60001492, 40825788, 44201971, 76017899, 39749033, 66915943, 70522374, 39043182, 69554925, 39142796, 43898594, 60368646, 50718448, 57452941, 49714291, 64767992, 44029644, 69441556, 38924178, 66341386, 42265516, 46431360, 81061771, 64591091, 39019988, 39875287, 58633064, 44278314]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,c,o0shuffles,60511365.98,37773730,0.0,400,58063271.58,371738385770845.75
55,,"[81700427, 85196832, 81612694, 65742579, 87892654, 68912218, 69809957, 77021952, 72892404, 79804611, 109263877, 80865660, 63222836, 47676091, 46144133, 46429090, 46982349, 45893419, 44163599, 45890894, 44102330, 44100715, 44085144, 44875554, 43985370, 43900111, 44212115, 43879351, 44097726, 44107013, 45326017, 44150784, 43930582, 45665545, 44459015, 44100889, 45227142, 44566818, 45246417, 44563601, 44782478, 44347078, 47813902, 44868290, 44247263, 44347199, 44412876, 43860565, 46681244, 44980917, 44652656, 44296087, 44473682, 43858478, 44242533, 44049535, 45536285, 46131594, 45722760, 46027640, 45510080, 45958306, 45903081, 46080088, 46037390, 45367127, 45709809, 45731006, 45574783, 45482168, 45986947, 45387778, 45866371, 45556045, 45684581, 45126043, 45546603, 45630889, 45240814, 45453142, 45149870, 46325362, 45677296, 47642950, 52417203, 54232656, 46397705, 46126704, 45681484, 46573519, 45636083, 44941721, 44575008, 44236424, 46482885, 45200062, 46737923, 46203375, 45982913, 45897117]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,asm1,o0shuffles,49799848.88,43858478,0.0,400,45526644.12,145901410921168.8
56,,"[40887868, 41443253, 40149610, 40757570, 40463215, 39856126, 40224173, 39989973, 40117037, 40344898, 41071631, 39599803, 40361219, 40338914, 40242724, 40764372, 40300301, 40443333, 40113147, 40429600, 40133330, 40349914, 39988743, 40602578, 40312996, 40859075, 39727445, 40320905, 40859583, 41736376, 40321627, 39855874, 40762802, 39753458, 40122300, 40789254, 40149813, 39805279, 40516120, 39728422, 41074698, 39165402, 40236162, 40801464, 39647471, 38882938, 40749236, 39478323, 39938264, 40466854, 39589025, 39712707, 40246774, 40248038, 40406942, 40874467, 39596031, 39573736, 40132944, 40436704, 40314088, 40455705, 40973682, 40338652, 40446642, 40344013, 40425325, 40601502, 40286890, 40445767, 41564915, 40073813, 40153383, 40106043, 39826682, 40441075, 40050156, 39974234, 40380498, 39917938, 40315594, 40014039, 40367291, 40755818, 40474166, 40593163, 40431956, 40074337, 40373666, 40383922, 40484800, 40771540, 40620776, 41017295, 40272062, 40564058, 39960699, 39840197, 40129878, 40943220]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,asm2,o0shuffles,40313623.21,38882938,0.0,400,40308983.2,216752623402.9899
57,,"[40987136, 35828082, 33135958, 32141646, 32477302, 52897072, 32615030, 47371998, 36374321, 33134335, 46249511, 33337686, 32272586, 32057876, 52581955, 31988429, 46038514, 38002946, 32893855, 45547119, 31997672, 31934058, 55007841, 32205367, 31948677, 47778352, 32036703, 32075710, 46789095, 33024727, 32189576, 55083076, 32306494, 32086754, 62065724, 32984902, 32114362, 51347721, 33079472, 32263712, 58132151, 33165874, 58208965, 33867900, 32070169, 50437872, 37331554, 32311241, 56494250, 33747321, 50234307, 33617926, 32076088, 32252506, 51745954, 33473342, 32081476, 58011762, 33757246, 51404933, 32481856, 32300191, 53084311, 33054411, 33392114, 58662540, 33387746, 32203526, 51533202, 32477170, 49732194, 32830527, 32452071, 33094583, 57833537, 32776011, 33817093, 51738812, 32718801, 53214750, 33406004, 33243445, 60548245, 63073706, 103143998, 80007590, 78728364, 90999634, 61770003, 67720104, 68596801, 122515448, 70300817, 68666081, 77845912, 31265352, 31415816, 62157898, 31377722, 31454688]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,c,o0shuffles,44436992.63,31265352,0.0,400,38834171.98,293073445198767.5
58,,"[37892224, 40391578, 37554264, 37634579, 37772009, 39131641, 37950820, 38738356, 37769826, 37690848, 37494155, 39074490, 37526177, 37677804, 38117612, 37521641, 41880549, 37488361, 37563227, 41701954, 37596180, 37781020, 41993169, 37587541, 37605182, 41828553, 37668433, 37502247, 42179230, 38934426, 38144442, 40855643, 37735319, 37686623, 51719885, 51582874, 97532226, 44127227, 37785233, 37696355, 37933285, 47258904, 37909154, 45416238, 37794989, 37685503, 37689896, 37655538, 37607020, 37983416, 37602029, 37651564, 37746980, 37713703, 37598228, 43691730, 38161927, 37472078, 53776895, 37486850, 37429189, 52482710, 38013151, 37763678, 58102663, 58387825, 37743750, 43099907, 55709125, 47995110, 64091068, 39911810, 44720206, 37367639, 37951285, 37213853, 37401198, 38686435, 37079833, 37568071, 36802765, 37395302, 37510137, 37064831, 36841956, 37534221, 36846365, 37155518, 37313017, 37087624, 37916061, 37592076, 36936016, 37171504, 37803272, 37113893, 37233882, 37635657, 38235655, 37129243]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,asm1,o0shuffles,40529873.51,36802765,0.0,400,37847190.68,61108762497784.24
59,,"[39276925, 39200613, 38969242, 39737152, 39264532, 39197288, 38841297, 39064434, 39051639, 38792822, 38477444, 41870100, 39820422, 38769734, 38878002, 38993777, 38518815, 38638550, 38939080, 38690495, 39175770, 38988392, 39161071, 39204398, 39073525, 39197271, 39207275, 39156183, 39357399, 39108805, 38968443, 39149693, 39201567, 38918899, 39097307, 39379353, 39303305, 39087372, 39111879, 39125149, 39019454, 39185743, 38705869, 38883081, 39409129, 38910426, 38917672, 39229787, 38642191, 39178930, 44367024, 69762412, 40095177, 39367949, 39346937, 39385398, 39378580, 39145006, 39691586, 38944435, 38711778, 38980928, 38532513, 39574044, 39427615, 39028985, 39645601, 39751714, 39302183, 39342792, 39306710, 38845817, 39505961, 38434041, 39397536, 39189174, 38779951, 39027935, 38988249, 39234461, 38982775, 39273607, 38687503, 38977357, 39495350, 38904751, 39392391, 39446478, 38798758, 38869321, 39493569, 39145325, 39124923, 38874964, 39076197, 39649066, 39126214, 38814773, 39419610, 38859582]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,asm2,o0shuffles,39509527.07,38434041,0.0,400,39127038.82,9777926918243.232
60,,"[35160102, 41403246, 34961878, 34961277, 37260997, 35282248, 34781664, 36106499, 35287236, 34973287, 34968668, 35314738, 34832097, 35548731, 34349288, 37581700, 35909802, 34838902, 34301670, 34985453, 34973945, 34270064, 35074571, 35748997, 34706384, 34797651, 35349993, 35291722, 35371184, 35356502, 35530767, 34722099, 34609649, 35124534, 35218909, 35435393, 35427049, 35309042, 47859973, 47702188, 36013711, 35563595, 35544021, 40842991, 35458782, 35144608, 36373775, 35060551, 35188630, 35650930, 34950069, 34644554, 35822897, 35031168, 34591258, 35601491, 35060390, 34888520, 35086516, 35293086, 34903228, 35875374, 34902332, 35258209, 35356580, 35139679, 35450569, 45300897, 35496452, 35497899, 35056385, 35130872, 35470579, 35280439, 35591221, 35104232, 35080944, 35154753, 35035334, 35713271, 37783857, 35635512, 35380517, 35420834, 35921825, 35250924, 36027906, 35104395, 35425457, 36078335, 35588672, 34672316, 35464051, 35605650, 35448323, 35217313, 35613803, 35272647, 34905069, 35885210]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,c,o0shuffles,35800035.07,34270064,,400,35303203.6,4899589509105.939
61,,"[2617323, 2691026, 2603196, 2588189, 2561479, 2533663, 2506879, 2503818, 2499110, 2501927, 2508857, 2552868, 2502664, 2665808, 2734032, 2683947, 2617992, 2646003, 2637537, 2586043, 2505755, 2499407, 2505814, 2502403, 2504669, 2608244, 2520195, 2670749, 2789145, 2621656, 2614289, 2652596, 2615375, 2602634, 2637623, 2730237, 2641219, 2668070, 2647843, 2626976, 2521846, 2623118, 2607699, 2519648, 2655288, 2589794, 2804255, 2689509, 2692775, 2770575, 2798832, 2769237, 2703750, 2672399, 2689927, 2662937, 2612423, 2640962, 2639911, 2582200, 2576070, 2626023, 2639980, 2622803, 2603300, 2596318, 2643552, 2829804, 2768142, 2590130, 2598018, 2623358, 2586138, 2589981, 2598304, 2504324, 2588616, 2673116, 2658601, 2656842, 2655182, 2633780, 2616194, 2637497, 2503554, 2503738, 2505368, 2565562, 2502260, 2504892, 2503155, 2503084, 2515210, 2542045, 2801564, 2619055, 2681154, 2623212, 2635120, 2614994]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,asm1,o0shuffles,2613943.85,2499110,,400,2614273.34,6624113800.452021
62,,"[2501009, 2302472, 2337970, 2300082, 2268443, 2389588, 2496558, 2271008, 2286198, 2330703, 2334359, 2191594, 2182183, 2248709, 2181214, 2176666, 2221770, 2304661, 2193611, 2171476, 2175943, 2216049, 2172424, 2384538, 2401078, 2299676, 2307435, 2348939, 2272376, 2246323, 2307215, 2175056, 2244849, 2171639, 2171719, 2421140, 2271497, 2244469, 2244136, 2243736, 2269335, 2190490, 2315447, 2324124, 2303354, 2349113, 2292178, 2285551, 2400690, 2315232, 2434500, 2223565, 2406632, 2258490, 2281235, 2222412, 2268788, 2175458, 2213108, 2185009, 2175803, 2471184, 2335330, 2328551, 2291116, 2284137, 2277944, 2287083, 2254146, 2345472, 2171493, 2171708, 2192581, 2174649, 2175601, 2171567, 2218833, 2225808, 2214783, 2517260, 2282208, 2373557, 2290478, 2287279, 2283155, 2262507, 2280117, 2245699, 2175854, 2233954, 2448220, 2254683, 2253697, 2262494, 2251786, 2274943, 2311338, 2236095, 2364462, 2327612]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,asm2,o0shuffles,2277104.09,2171476,,400,2269093.9,6657429423.860479
63,0.14674845465465455,"[12118263, 12549425, 13103872, 12333728, 12226640, 12980455, 12726765, 12445958, 12624713, 12831220, 12557485, 12375890, 12882518, 12691075, 12761296, 12481644, 12846469, 12471617, 12015643, 12501540, 13190812, 12543601, 12463011, 13037237, 12445402, 12485765, 12519514, 13146018, 12449517, 12199345, 12821479, 12849495, 12837727, 12497969, 13101040, 12532188, 12696437, 12755995, 12550078, 12427002, 12793672, 12800284, 12849910, 12381975, 12552821, 12958667, 12638348, 12100070, 12651875, 12892133, 12857573, 12708618, 12728219, 12662012, 12489659, 12830211, 12948172, 12782653, 12870559, 12702808, 12638326, 12503700, 12880608, 12605407, 12295530, 12230080, 12715074, 12929734, 12787794, 12330237, 12800148, 12726859, 12543883, 12651780, 12655973, 12916474, 12768616, 12678950, 12885240, 12660191, 12722313, 12922740, 12799119, 12774556, 12761695, 12870877, 12169701, 12682191, 13292654, 12962109, 12728149, 12870344, 12656121, 12454330, 12070865, 12919580, 12593292, 12319902, 12518636, 12777753]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,c,o0shuffles,12663476.18,12015643,,400,12682051.7,63919538383.19192
64,0.14674845465465455,"[1281409, 1250517, 2935693, 1361643, 1222915, 1238657, 1497017, 1231334, 1210659, 1208921, 1207771, 1205619, 1207069, 1219078, 1210973, 1207670, 1206123, 1220092, 1168620, 1167840, 1177843, 1166722, 1165265, 1238108, 1395617, 1164979, 1220700, 1251194, 1172275, 1264743, 1251879, 1238303, 1225568, 1222838, 1214670, 1211962, 1243935, 1333890, 1169705, 1170993, 1211806, 1353601, 1220375, 1249714, 1217011, 1247211, 1216422, 1210814, 1226300, 1202596, 1270654, 1231895, 1281043, 1173378, 1229899, 1170021, 1274562, 1255850, 1297251, 1190817, 1237703, 1244102, 1179521, 1215014, 1176240, 1166514, 1193620, 1167397, 1338084, 1191556, 1241369, 1167710, 1196368, 1215592, 1197938, 1193933, 1165863, 1241646, 1167275, 1165696, 1164087, 1256881, 1166169, 1167406, 1194689, 1321331, 1217283, 1236346, 1217869, 1238776, 1233416, 1264446, 1217808, 1221175, 1219288, 1340817, 1194523, 1284635, 1188426, 1194872]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,asm1,o0shuffles,1242954.13,1164087,,400,1217986.22,32254879522.780933
65,0.14674845465465455,"[622426, 457721, 447986, 453610, 461875, 451276, 414269, 407261, 406143, 403356, 403876, 402951, 404316, 402496, 528936, 436084, 430851, 407264, 400125, 428738, 424767, 398933, 432246, 440587, 401134, 401818, 397779, 397939, 435069, 399162, 399840, 398555, 398534, 397996, 399302, 398011, 398100, 428465, 397916, 400277, 398076, 433204, 411543, 416479, 399379, 399462, 401705, 421724, 475792, 398641, 473110, 430113, 422148, 420918, 430638, 430366, 462660, 431202, 422378, 418873, 420463, 417603, 414813, 420103, 419621, 405411, 409209, 402520, 398564, 399629, 466438, 413903, 418501, 501395, 428283, 399400, 400881, 398291, 402404, 470165, 425041, 411434, 416760, 416547, 412087, 411281, 413152, 414242, 411449, 411089, 411598, 412975, 410966, 398002, 397577, 398555, 398826, 399412, 498721, 422100]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,asm2,o0shuffles,421158.12,397577,,400,412374.44,1044454715.9652383
66,,"[7869461, 7413328, 7505261, 21327952, 8407677, 7269925, 7213024, 7968000, 8658353, 10892665, 9441674, 8623248, 8974840, 8960798, 130877958, 7443973, 33256522, 7488835, 25368071, 9022437, 8814684, 8655520, 9532877, 7977665, 8255308, 9148166, 11260621, 8429262, 7825931, 10575909, 80007172, 22932535, 7736464, 52965539, 34186064, 19031717, 41757924, 18741030, 8342671, 24851751, 7605494, 7377246, 60279058, 20484568, 9989804, 7653332, 8239636, 7637046, 9399697, 7670173, 7543361, 8007004, 7661818, 7956257, 10253338, 7492174, 8868683, 7610723, 7979515, 7679029, 8318934, 7562186, 7628889, 7559293, 7476649, 7374416, 7458647, 7412070, 7499031, 7774482, 8092780, 7662139, 7460781, 7518741, 7654813, 13283352, 7906887, 7417431, 7510640, 7416542, 7384224, 7548053, 7419583, 7357248, 7493969, 7471077, 7447618, 7762411, 7383684, 7466355, 7763431, 7411451, 7700718, 7362126, 7586022, 7520417, 7536563, 21469013, 7619225, 7455354]",random-pixel-fixed-size,random2 200x200 (2124251098),hsl,99.0,0.0,c,o3shuffles,12945480.13,7213024,0.0,200,7957306.12,269762199533499.47
67,,"[21938198, 23915952, 26073241, 35301831, 9520914, 19051956, 10507332, 10114058, 9562414, 10262639, 10717261, 9533463, 10214789, 9594421, 16096960, 25442542, 52430944, 9546107, 27284894, 27340889, 9577128, 26751258, 9546910, 9663933, 27379498, 9560171, 27296775, 27207742, 9559517, 23030689, 9602486, 10320572, 9538784, 39089750, 9546949, 11790396, 10384491, 9737855, 10516988, 9536888, 9925158, 10346568, 9535960, 9883487, 9524970, 11265914, 9927698, 9522416, 10213650, 9642039, 9983070, 10551375, 10218410, 9929890, 9548748, 10222021, 9918040, 9533271, 11092729, 9624575, 10059019, 10253652, 9596006, 9879094, 9563916, 10601436, 21343081, 11541020, 15552620, 17417656, 33843055, 10027309, 9546034, 49753065, 15068895, 25169790, 11221611, 17133606, 9531772, 9896919, 49675394, 16268335, 18648667, 29081533, 9579012, 10365714, 11548969, 42400338, 13907142, 20875351, 9921364, 13507534, 9776654, 14098680, 24908674, 13758696, 9547377, 51031453, 15930729, 13954549]",random-pixel-fixed-size,random2 200x200 (2124251098),hsl,99.0,0.0,asm1,o3shuffles,16002852.95,9520914,0.0,200,11675743.86,106145917705368.73
68,,"[10968099, 9993124, 21746908, 53443840, 12563047, 22790697, 21780377, 43856764, 23409133, 32503106, 21688663, 10037544, 26501449, 10301603, 10134755, 10046732, 10163972, 10130137, 10058378, 10130521, 10063784, 10174040, 36134696, 10044037, 19380694, 15289273, 11974921, 47617869, 27570944, 10157143, 18290840, 10031585, 69080353, 10055103, 23555363, 23852995, 10067194, 9995558, 77353074, 10163184, 10142057, 43339416, 10086832, 10069692, 9996001, 10029406, 44785738, 34509683, 44792017, 10042111, 10021408, 21671825, 45870268, 12089340, 10045432, 10021762, 10075766, 10264006, 10066648, 10056916, 26965427, 10062182, 10065900, 10232592, 13066432, 10580448, 10039544, 30252901, 10978133, 10582772, 10152232, 12657331, 10869795, 10411611, 11336323, 12440286, 32719723, 15642991, 10292744, 10125472, 10668569, 22786903, 10643134, 48914166, 16015601, 24111253, 31473269, 25162287, 10070112, 10052099, 30272984, 19459397, 25412642, 12981096, 10067872, 12175009, 10548796, 13996224, 10766100, 10064734]",random-pixel-fixed-size,random2 200x200 (2124251098),hsl,99.0,0.0,asm2,o3shuffles,18661949.09,9993124,0.0,200,13300958.72,184633252265747.6
69,,"[1099683, 1089002, 1081493, 1087359, 1088468, 1088321, 1085949, 1084624, 1084634, 1112611, 1083388, 1083327, 1085903, 1083645, 1083382, 1083098, 1085222, 1090858, 1084102, 24261137, 1083626, 1082933, 1083315, 1082942, 1083202, 1083126, 1084197, 1083510, 1084356, 1100791, 1083480, 1083742, 1093047, 1086953, 1085812, 1086969, 1086795, 1083803, 1083981, 39482325, 1083617, 1086034, 1083742, 1083553, 1084255, 1088257, 1124608, 1097137, 1086303, 1085259, 1086245, 1083913, 1084612, 1087457, 1085165, 24276417, 1084472, 1085876, 1085006, 1086905, 1083739, 1083034, 1084017, 1083941, 1083810, 1102229, 1083962, 1083547, 1084188, 20576157, 1085513, 1083547, 1084157, 1084631, 1084023, 1083608, 1084054, 1083547, 1110654, 1084701, 1085018, 1083852, 1083534, 1083550, 1083468, 1083339, 1083611, 1083479, 1111634, 1083208, 1083724, 1083260, 40957344, 1099802, 1083886, 1083269, 1083736, 1085659, 1286266, 1083901]",random-pixel-fixed-size,random2 200x200 (2124251098),blur,,,c,o3shuffles,2529965.43,1081493,,200,1084590.52,43538301591783.52
70,,"[634245, 662253, 629688, 846681, 636956, 1604255, 640158, 646328, 642817, 642060, 635912, 636263, 637457, 637088, 636401, 670871, 635652, 637432, 638855, 637075, 638308, 637200, 637295, 705375, 636443, 636406, 637438, 639572, 635900, 804319, 650620, 706422, 705451, 1092683, 634279, 635021, 715610, 659030, 636291, 687718, 636611, 1663602, 663706, 635979, 663603, 638916, 635964, 636464, 636067, 636006, 636119, 636233, 637481, 636211, 636819, 637197, 633903, 636971, 635659, 637435, 655476, 675776, 634572, 636834, 635848, 637078, 635857, 636437, 637286, 636440, 636809, 635185, 636642, 637643, 635149, 636559, 662473, 638055, 636971, 635851, 638021, 637570, 636514, 636641, 663593, 647399, 635433, 635732, 636547, 636776, 635967, 636287, 636474, 636395, 636257, 636455, 637151, 636043, 636290, 636077]",random-pixel-fixed-size,random2 200x200 (2124251098),blur,,,asm1,o3shuffles,671113.37,629688,,200,637019.0,22052004123.710228
71,,"[572298, 566135, 1370473, 566813, 566410, 565870, 565985, 566315, 566804, 565558, 565604, 566678, 567969, 565598, 640375, 566910, 565586, 565561, 565295, 565451, 565182, 565509, 565485, 565845, 566361, 565949, 565631, 565433, 566324, 565543, 565320, 565375, 565298, 567698, 565326, 565793, 565567, 565433, 565381, 566672, 566034, 565937, 565851, 565387, 565421, 565369, 565448, 565341, 565317, 565399, 566370, 565772, 565314, 697804, 565668, 565555, 565369, 565439, 565427, 604626, 815456, 581462, 672364, 576710, 587180, 587000, 744601, 605850, 598200, 565787, 565451, 565494, 565308, 565616, 565503, 566040, 566574, 565875, 565357, 565628, 565207, 565821, 565436, 565466, 566907, 589149, 565885, 565402, 565735, 566461, 566266, 565680, 573165, 566959, 565357, 565503, 565381, 565262, 565234, 566831]",random-pixel-fixed-size,random2 200x200 (2124251098),blur,,,asm2,o3shuffles,583442.24,565182,,200,565809.6,7587019916.770083
72,0.14674845465465455,"[659109, 652643, 652552, 655214, 655052, 655217, 736203, 656667, 655986, 653349, 654341, 655345, 730135, 655254, 653547, 654637, 655229, 655265, 655369, 655174, 655510, 655357, 655189, 655098, 655257, 655437, 858485, 654313, 656179, 655229, 654417, 655156, 655265, 655293, 653361, 654338, 655748, 656514, 658208, 659234, 705958, 656237, 658590, 654564, 660403, 656191, 655281, 654246, 655205, 653862, 655244, 655290, 655214, 655314, 655214, 653037, 654976, 655202, 655253, 655629, 655275, 653367, 656117, 653248, 655803, 655235, 654509, 655226, 654496, 686485, 655229, 656875, 655964, 655492, 655186, 698861, 655458, 655409, 653263, 655141, 655190, 655223, 655537, 709926, 654326, 653532, 655272, 656047, 652842, 655110, 654478, 729167, 655165, 655608, 654221, 656120, 664781, 708870, 656545, 654045]",random-pixel-fixed-size,random2 200x200 (2124251098),merge,,,c,o3shuffles,661994.3,652552,,200,655319.78,666049429.8888888
73,0.14674845465465455,"[307873, 301692, 301814, 300635, 300831, 300898, 300971, 301011, 307070, 301597, 300925, 300730, 300864, 301527, 300984, 301011, 302073, 301206, 301151, 300544, 300901, 301133, 300642, 300382, 300870, 300678, 300614, 300571, 300663, 300562, 300575, 300871, 301014, 301017, 300602, 300620, 300596, 300626, 300733, 300852, 300642, 300800, 300904, 300837, 300562, 300758, 300998, 332062, 301047, 300770, 301060, 300812, 300861, 301114, 300764, 300752, 300904, 300794, 300913, 300644, 300873, 300831, 300623, 300629, 301233, 300873, 300956, 300486, 300797, 300642, 300434, 300660, 300623, 319467, 300755, 300822, 300923, 300877, 300599, 300721, 300944, 300479, 300608, 300708, 300477, 300623, 300584, 300632, 300773, 300883, 300574, 300745, 300742, 300752, 300837, 300528, 300705, 300980, 300531, 368386]",random-pixel-fixed-size,random2 200x200 (2124251098),merge,,,asm1,o3shuffles,302132.42,300382,,200,300793.98,58718570.58948863
74,0.14674845465465455,"[106497, 103197, 103115, 102669, 103096, 102568, 102541, 102736, 102495, 102770, 103115, 103298, 102495, 102578, 102685, 103280, 103265, 102519, 179092, 102779, 102690, 102773, 103365, 102981, 102690, 103219, 104925, 103020, 102712, 102819, 102898, 102577, 102745, 102681, 102526, 103359, 102718, 102605, 111385, 114049, 102569, 102657, 102706, 102510, 102779, 104049, 106055, 104684, 102511, 1379228, 103393, 103219, 105572, 104446, 104067, 103393, 104364, 104412, 104263, 103240, 102742, 1672054, 104675, 102593, 103063, 102593, 102590, 102715, 103024, 102745, 102800, 102745, 104000, 102743, 103240, 103078, 102544, 102883, 103154, 103209, 102767, 103719, 103371, 102853, 102645, 102788, 102672, 102883, 102635, 102663, 102574, 102712, 102699, 102672, 102666, 102727, 102648, 102672, 102559, 157064]",random-pixel-fixed-size,random2 200x200 (2124251098),merge,,,asm2,o3shuffles,133048.23,102495,,200,102896.24,40498593572.15868
75,,"[7608016, 6786849, 6689650, 7513915, 13680597, 7393517, 6699345, 12746404, 8682417, 25910316, 14637097, 17003725, 7104924, 22460390, 14256281, 21287590, 9266346, 6960107, 6838982, 7234142, 11214330, 7690931, 43952220, 24601982, 19018789, 19901851, 9196251, 34994734, 14847063, 9242163, 6682687, 6692852, 7965146, 6978774, 7199082, 6882158, 11921088, 6678620, 35130756, 6733974, 6677830, 6699528, 7026612, 6956285, 7540085, 7181722, 13959172, 6748059, 7155616, 7141717, 25185337, 6680254, 9212113, 7204168, 7231956, 6757699, 6698047, 6690376, 6700401, 7101340, 8929799, 7118203, 7103550, 25879386, 7095235, 7266487, 6708313, 6669158, 6742805, 6688221, 6919134, 8810832, 7174713, 6753596, 6716510, 6679579, 6692416, 48634047, 15820858, 10008031, 32054970, 6853109, 6669976, 33056840, 19333253, 7016122, 23969807, 6798580, 18679086, 6670189, 41584626, 6672171, 25899964, 14809195, 13795025, 17102872, 38179107, 22208862, 7641711, 6670848]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,c,o3shuffles,12649115.64,6669158,0.0,200,8616154.56,90945288370612.98
76,,"[36791207, 41174286, 9346086, 9314058, 78637328, 8944705, 55296751, 8916099, 8945948, 43765066, 9325817, 9040314, 8907564, 9033115, 55267971, 9269603, 8974831, 8941527, 43601741, 8939189, 8977585, 8919915, 8988816, 74605400, 8931271, 8957743, 9022498, 9003386, 8950411, 8971327, 43696446, 8968268, 9036409, 54574560, 8930181, 8950343, 25553564, 8920507, 8925028, 55223705, 8914844, 9418711, 8977646, 46069614, 8920898, 8996728, 8907664, 9026760, 8958256, 43859463, 9031473, 8935819, 8937534, 67245444, 9963545, 8952996, 8917289, 9012940, 43772869, 8941542, 43792696, 9601708, 8968317, 8952529, 43756833, 9054585, 8941723, 8998798, 39182602, 9019946, 8968421, 20557743, 9014986, 43148636, 8934710, 8964041, 36251233, 16762009, 8955869, 8913379, 56033806, 9162947, 41499867, 8942950, 9211258, 9010251, 8982997, 8958201, 9009039, 11865072, 9137381, 8992872, 55276378, 57254297, 8975604, 27306833, 9112368, 8937815, 66921267, 8952135]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,asm1,o3shuffles,20005867.06,8907564,0.0,200,10212367.7,356479854760724.44
77,,"[10001148, 46428575, 10020223, 10109574, 10080479, 25195667, 10111418, 10062667, 44843375, 10113094, 10059871, 36285466, 10094470, 10080644, 44815342, 10074484, 40826197, 10367250, 13990079, 10083916, 10135668, 56520811, 10169784, 10074640, 10005885, 10464143, 10072310, 79659413, 10128317, 10182510, 44777725, 10095752, 10018395, 10025346, 44884347, 10045176, 10039806, 44784288, 10023908, 10029012, 10090403, 44819009, 10049312, 10026368, 44805577, 10108030, 10120594, 32946735, 10055264, 10063888, 44273442, 10107715, 10060491, 37737627, 10096612, 10045942, 44826499, 10077503, 10091045, 46405070, 10050048, 36880933, 10097675, 24032010, 10232518, 10249467, 10091463, 19458520, 10113881, 10141025, 17418551, 10071584, 10110209, 10116332, 10745425, 43389595, 10092205, 10003379, 86309662, 75836105, 34610141, 10047886, 10050585, 33241055, 10076621, 45068799, 10064566, 10048659, 10032947, 10189877, 10052295, 10085815, 10048463, 10039168, 10068730, 10202576, 10299325, 10111644, 10014329, 10083090]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,asm2,o3shuffles,19524654.59,10001148,0.0,200,10828001.96,296651993558391.8
