,alpha,filename,filter,h,l,language,mean,optimization,s,trimmed_mean,variance,experiment,width,height,id
226,,random2 200x200 (1110322077).bmp,blur,,,asm2,1394804.6,0,,1394804.6,3308312659775.8,random2,200,200,1110322077
227,,random2 200x200 (1904825301).bmp,blur,,,asm2,592357,0,,592357,1231883295.5,random2,200,200,1904825301
228,,random1 200x200 (476667372).bmp,blur,,,asm2,573451.2,0,,573451.2,12379279.7000122,random1,200,200,476667372
229,,fixed 72x72 (1540383426).bmp,blur,,,asm2,75544.6,0,,75544.6,197488.300000191,fixed,72,72,1540383426
230,,random2 200x200 (1491826219).bmp,blur,,,asm2,570089.2,0,,570089.2,133840359.700012,random2,200,200,1491826219
231,,fixed 240x240 (135497281).bmp,blur,,,asm2,889673,0,,889673,26286935037.5,fixed,240,240,135497281
232,,fixed 216x216 (1424268980).bmp,blur,,,asm2,667693.8,0,,667693.8,539209645.699951,fixed,216,216,1424268980
233,,random2 200x200 (149362799).bmp,blur,,,asm2,583126,0,,583126,812367248.5,random2,200,200,149362799
234,,fixed 208x208 (184803526).bmp,blur,,,asm2,612561.2,0,,612561.2,2616541.20001221,fixed,208,208,184803526
235,,random2 200x200 (210173080).bmp,blur,,,asm2,571019.2,0,,571019.2,4716254.70001221,random2,200,200,210173080
236,,random1 200x200 (434248626).bmp,blur,,,asm2,571659.4,0,,571659.4,3424132.79998779,random1,200,200,434248626
237,,fixed 348x348 (491705403).bmp,blur,,,asm2,4032953.2,0,,4032953.2,21194052902277.2,fixed,348,348,491705403
238,,random1 200x200 (1884661237).bmp,blur,,,asm2,1375157.8,0,,1375157.8,3184197247229.2,random1,200,200,1884661237
239,,random2 200x200 (1641401680).bmp,blur,,,asm2,5824737,0,,5824737,137984141855722,random2,200,200,1641401680
240,,fixed 224x224 (749241873).bmp,blur,,,asm2,1440074,0,,1440074,2593037657571,fixed,224,224,749241873
241,,fixed 116x116 (2145174067).bmp,blur,,,asm2,191814.6,0,,191814.6,185871.300003052,fixed,116,116,2145174067
242,,random2 200x200 (1483653965).bmp,blur,,,asm2,1084527.8,0,,1084527.8,1324370716713.2,random2,200,200,1483653965
243,,random2 200x200 (678517663).bmp,blur,,,asm2,609601.8,0,,609601.8,4434790212.20001,random2,200,200,678517663
244,,random2 200x200 (267243337).bmp,blur,,,asm2,568125,0,,568125,96061661.5,random2,200,200,267243337
245,,fixed 124x124 (1101513929).bmp,blur,,,asm2,219011,0,,219011,873442.5,fixed,124,124,1101513929
246,,random2 200x200 (2025457891).bmp,blur,,,asm2,566759.6,0,,566759.6,58892939.7999878,random2,200,200,2025457891
247,,random1 200x200 (114723506).bmp,blur,,,asm2,565875.6,0,,565875.6,83007414.2999878,random1,200,200,114723506
248,,random2 200x200 (1993704154).bmp,blur,,,asm2,912670.4,0,,912670.4,582029164241.3,random2,200,200,1993704154
249,,fixed 140x140 (1369133069).bmp,blur,,,asm2,282766.4,0,,282766.4,33185573.300003,fixed,140,140,1369133069
250,,random2 200x200 (889485400).bmp,blur,,,asm2,562981.6,0,,562981.6,91278202.7999878,random2,200,200,889485400
251,,fixed 200x200 (2038664370).bmp,blur,,,asm2,571645.4,0,,571645.4,6943826.79998779,fixed,200,200,2038664370
252,,random2 200x200 (500913976).bmp,blur,,,asm2,682979.4,0,,682979.4,31958585604.3,random2,200,200,500913976
253,,random2 200x200 (2101086718).bmp,blur,,,asm2,569942.2,0,,569942.2,144983225.700012,random2,200,200,2101086718
254,,fixed 172x172 (859484421).bmp,blur,,,asm2,421843.4,0,,421843.4,1514051.79998779,fixed,172,172,859484421
255,,random1 200x200 (243268139).bmp,blur,,,asm2,567293,0,,567293,80951905,random1,200,200,243268139
256,,random2 200x200 (326834681).bmp,blur,,,asm2,570931.4,0,,570931.4,1033480.29998779,random2,200,200,326834681
257,,random1 200x200 (1782436840).bmp,blur,,,asm2,578110.4,0,,578110.4,178461159.799988,random1,200,200,1782436840
258,,random2 200x200 (1523873429).bmp,blur,,,asm2,569535,0,,569535,416709.5,random2,200,200,1523873429
259,,random2 200x200 (1240563377).bmp,blur,,,asm2,599754.6,0,,599754.6,4075967562.29999,random2,200,200,1240563377
260,,random2 200x200 (408079536).bmp,blur,,,asm2,744567,0,,744567,135161319739.5,random2,200,200,408079536
261,,random1 200x200 (1469262009).bmp,blur,,,asm2,571824.4,0,,571824.4,123728546.299988,random1,200,200,1469262009
262,,random2 200x200 (355197215).bmp,blur,,,asm2,577565.8,0,,577565.8,125748228.700012,random2,200,200,355197215
263,,random2 200x200 (1115532105).bmp,blur,,,asm2,573802.4,0,,573802.4,24393916.2999878,random2,200,200,1115532105
264,,random2 200x200 (163025128).bmp,blur,,,asm2,1000720.8,0,,1000720.8,915332852077.2,random2,200,200,163025128
265,,fixed 180x180 (608413784).bmp,blur,,,asm2,465588.6,0,,465588.6,780154.299987793,fixed,180,180,608413784
266,,fixed 96x96 (1726956429).bmp,blur,,,asm2,132029,0,,132029,1434717,fixed,96,96,1726956429
267,,random2 200x200 (673967233).bmp,blur,,,asm2,574647.6,0,,574647.6,69736478.2999878,random2,200,200,673967233
268,,random2 200x200 (1804275551).bmp,blur,,,asm2,1027733.8,0,,1027733.8,1011508086628.7,random2,200,200,1804275551
269,,fixed 388x388 (855636226).bmp,blur,,,asm2,2482536.8,0,,2482536.8,133290081689.2,fixed,388,388,855636226
270,,fixed 60x60 (2044897763).bmp,blur,,,asm2,52326.4,0,,52326.4,91662.3000001907,fixed,60,60,2044897763
271,,random1 200x200 (1662981776).bmp,blur,,,asm2,570357.8,0,,570357.8,4682964.70001221,random1,200,200,1662981776
272,,random1 200x200 (1632621729).bmp,blur,,,asm2,2478093.6,0,,2478093.6,6841116141453.3,random1,200,200,1632621729
273,,random2 200x200 (366978141).bmp,blur,,,asm2,639163,0,,639163,21498685421,random2,200,200,366978141
274,,random2 200x200 (155591899).bmp,blur,,,asm2,577919.2,0,,577919.2,93415531.7000122,random2,200,200,155591899
275,,fixed 244x244 (511702305).bmp,blur,,,asm2,6206987.2,0,,6206987.2,55495123960723.2,fixed,244,244,511702305
276,,random1 200x200 (201690613).bmp,blur,,,asm2,569929.6,0,,569929.6,999723.799987793,random1,200,200,201690613
277,,fixed 268x268 (805750846).bmp,blur,,,asm2,1025009.6,0,,1025009.6,53888508.3000488,fixed,268,268,805750846
278,,fixed 136x136 (635723058).bmp,blur,,,asm2,264391,0,,264391,581490.5,fixed,136,136,635723058
279,,random1 200x200 (971899228).bmp,blur,,,asm2,565396.4,0,,565396.4,113850905.299988,random1,200,200,971899228
280,,random1 200x200 (846942590).bmp,blur,,,asm2,573427.2,0,,573427.2,8790177.20001221,random1,200,200,846942590
281,,random2 200x200 (1711667133).bmp,blur,,,asm2,572723.8,0,,572723.8,10409408.7000122,random2,200,200,1711667133
282,,random1 200x200 (1548233367).bmp,blur,,,asm2,571147.4,0,,571147.4,5371751.79998779,random1,200,200,1548233367
283,,random1 200x200 (593209441).bmp,blur,,,asm2,577197.6,0,,577197.6,131928510.299988,random1,200,200,593209441
284,,random1 200x200 (1335939811).bmp,blur,,,asm2,4697136.6,0,,4697136.6,85102381521253.8,random1,200,200,1335939811
285,,random2 200x200 (75172477).bmp,blur,,,asm2,1834688.8,0,,1834688.8,7983185494459.2,random2,200,200,75172477
286,,random2 200x200 (1395739259).bmp,blur,,,asm2,567086,0,,567086,77682711,random2,200,200,1395739259
287,,random1 200x200 (555996658).bmp,blur,,,asm2,2222334.4,0,,2222334.4,13528033304132.3,random1,200,200,555996658
288,,random1 200x200 (337739299).bmp,blur,,,asm2,1065172.4,0,,1065172.4,951612455726.3,random1,200,200,337739299
289,,random1 200x200 (1801979802).bmp,blur,,,asm2,570607,0,,570607,1526588,random1,200,200,1801979802
290,,random1 200x200 (387346491).bmp,blur,,,asm2,577970,0,,577970,241860589.5,random1,200,200,387346491
291,,random1 200x200 (1649760492).bmp,blur,,,asm2,571314.2,0,,571314.2,5415995.70001221,random1,200,200,1649760492
292,,random2 200x200 (1812101828).bmp,blur,,,asm2,575410.2,0,,575410.2,153218655.200012,random2,200,200,1812101828
293,,random2 200x200 (1249410364).bmp,blur,,,asm2,572660.8,0,,572660.8,45548638.2000122,random2,200,200,1249410364
294,,random2 200x200 (1136367389).bmp,blur,,,asm2,569997.6,0,,569997.6,1825488.29998779,random2,200,200,1136367389
295,,random2 200x200 (730463925).bmp,blur,,,asm2,587502,0,,587502,1194117314,random2,200,200,730463925
296,,fixed 20x20 (1957747793).bmp,blur,,,asm2,8209.2,0,,8209.2,377031.200000003,fixed,20,20,1957747793
297,,fixed 24x24 (424238335).bmp,blur,,,asm2,10610.4,0,,10610.4,701359.300000012,fixed,24,24,424238335
298,,fixed 308x308 (610515434).bmp,blur,,,asm2,1363674.6,0,,1363674.6,726646762.299805,fixed,308,308,610515434
299,,random2 200x200 (1560034298).bmp,blur,,,asm2,570346.8,0,,570346.8,1679415.70001221,random2,200,200,1560034298
300,,random2 200x200 (1309478823).bmp,blur,,,asm1,693026.6,0,,693026.6,18032948621.3001,random2,200,200,1309478823
301,,random1 200x200 (776532036).bmp,blur,,,asm1,1854666.6,0,,1854666.6,6643970998374.3,random1,200,200,776532036
302,,fixed 320x320 (760313750).bmp,blur,,,asm1,1641301,0,,1641301,207905551.5,fixed,320,320,760313750
303,,fixed 188x188 (1734575198).bmp,blur,,,asm1,568820.2,0,,568820.2,6687376.70001221,fixed,188,188,1734575198
304,,random2 200x200 (1076377804).bmp,blur,,,asm1,634908.2,0,,634908.2,4624433.20001221,random2,200,200,1076377804
305,,random1 200x200 (195740084).bmp,blur,,,asm1,634540.2,0,,634540.2,2665119.20001221,random1,200,200,195740084
306,,random2 200x200 (2067038044).bmp,blur,,,asm1,633900.4,0,,633900.4,3534885.29998779,random2,200,200,2067038044
307,,random1 200x200 (1823089412).bmp,blur,,,asm1,636155,0,,636155,3581527,random1,200,200,1823089412
308,,random1 200x200 (927612902).bmp,blur,,,asm1,635218.8,0,,635218.8,4379603.20001221,random1,200,200,927612902
309,,random1 200x200 (168002245).bmp,blur,,,asm1,634720.8,0,,634720.8,4971713.70001221,random1,200,200,168002245
310,,random1 200x200 (1125898167).bmp,blur,,,asm1,637599.8,0,,637599.8,93532819.7000122,random1,200,200,1125898167
311,,fixed 88x88 (521595368).bmp,blur,,,asm1,119787.2,0,,119787.2,145569.700000763,fixed,88,88,521595368
312,,fixed 64x64 (1967513926).bmp,blur,,,asm1,63201.6,0,,63201.6,1276938.80000019,fixed,64,64,1967513926
313,,random2 200x200 (191536171).bmp,blur,,,asm1,2219391.4,0,,2219391.4,12380928720609.3,random2,200,200,191536171
314,,random2 200x200 (663711792).bmp,blur,,,asm1,2130159.6,0,,2130159.6,11017242973304.8,random2,200,200,663711792
315,,random1 200x200 (711845894).bmp,blur,,,asm1,873655,0,,873655,263244824036.5,random1,200,200,711845894
316,,random2 200x200 (818034604).bmp,blur,,,asm1,2908822.8,0,,2908822.8,25910419658613.7,random2,200,200,818034604
317,,random1 200x200 (1633108117).bmp,blur,,,asm1,636013.8,0,,636013.8,16342254.7000122,random1,200,200,1633108117
318,,random2 200x200 (1144991476).bmp,blur,,,asm1,640846.8,0,,640846.8,217456596.700012,random2,200,200,1144991476
319,,random1 200x200 (1956297539).bmp,blur,,,asm1,709820.4,0,,709820.4,11050887197.3,random1,200,200,1956297539
320,,fixed 92x92 (294702567).bmp,blur,,,asm1,158829,0,,158829,3831047448,fixed,92,92,294702567
321,,fixed 80x80 (1303455736).bmp,blur,,,asm1,99736.4,0,,99736.4,1178855.79999924,fixed,80,80,1303455736
322,,random1 200x200 (1975960378).bmp,blur,,,asm1,685977.6,0,,685977.6,11198052071.3,random1,200,200,1975960378
323,,random2 200x200 (335467078).bmp,blur,,,asm1,665676.2,0,,665676.2,3566387545.69995,random2,200,200,335467078
324,,random2 200x200 (813833609).bmp,blur,,,asm1,633368,0,,633368,6275820,random2,200,200,813833609
325,,fixed 120x120 (468703135).bmp,blur,,,asm1,245364.4,0,,245364.4,477573559.300003,fixed,120,120,468703135
326,,random1 200x200 (1520223205).bmp,blur,,,asm1,678416.8,0,,678416.8,4709977323.69995,random1,200,200,1520223205
327,,random1 200x200 (269441500).bmp,blur,,,asm1,671575,0,,671575,5547137342.5,random1,200,200,269441500
328,,fixed 316x316 (1374344043).bmp,blur,,,asm1,1880718.2,0,,1880718.2,323013786871.2,fixed,316,316,1374344043
329,,fixed 352x352 (1918502651).bmp,blur,,,asm1,2147893.2,0,,2147893.2,96441654110.2002,fixed,352,352,1918502651
330,,fixed 132x132 (1315634022).bmp,blur,,,asm1,278584.2,0,,278584.2,7070639.19999695,fixed,132,132,1315634022
331,,random1 200x200 (1889947178).bmp,blur,,,asm1,1266150.6,0,,1266150.6,1121191693409.3,random1,200,200,1889947178
332,,random2 200x200 (2081421295).bmp,blur,,,asm1,633913.2,0,,633913.2,1313949.20001221,random2,200,200,2081421295
333,,random1 200x200 (1631518149).bmp,blur,,,asm1,1236892.6,0,,1236892.6,1766121151121.3,random1,200,200,1631518149
334,,fixed 100x100 (336465782).bmp,blur,,,asm1,176832.4,0,,176832.4,960822.300003052,fixed,100,100,336465782
335,,random2 200x200 (1665194694).bmp,blur,,,asm1,2566456.6,0,,2566456.6,7074232208960.8,random2,200,200,1665194694
336,,random1 200x200 (1346811305).bmp,blur,,,asm1,677129.8,0,,677129.8,9749191666.69995,random1,200,200,1346811305
337,,fixed 256x256 (1827336327).bmp,blur,,,asm1,2071239.6,0,,2071239.6,5322629035404.3,fixed,256,256,1827336327
338,,fixed 260x260 (572660336).bmp,blur,,,asm1,1096208,0,,1096208,2247000827,fixed,260,260,572660336
339,,random1 200x200 (1120048829).bmp,blur,,,asm1,631646.8,0,,631646.8,113855593.700012,random1,200,200,1120048829
340,,random1 200x200 (822890675).bmp,blur,,,asm1,637658.6,0,,637658.6,19781446.2999878,random1,200,200,822890675
341,,random1 200x200 (532670688).bmp,blur,,,asm1,699981.6,0,,699981.6,13320615892.8001,random1,200,200,532670688
342,,fixed 8x8 (846930886).bmp,blur,,,asm1,3735.2,0,,3735.2,342191.199999999,fixed,8,8,846930886
343,,random2 200x200 (1634660306).bmp,blur,,,asm1,634154,0,,634154,17548076.5,random2,200,200,1634660306
344,,fixed 392x392 (1749698586).bmp,blur,,,asm1,2498440.4,0,,2498440.4,3231240196.2998,fixed,392,392,1749698586
345,,random1 200x200 (1973594324).bmp,blur,,,asm1,651823.2,0,,651823.2,514972627.700012,random1,200,200,1973594324
346,,random1 200x200 (1359512183).bmp,blur,,,asm1,635043.8,0,,635043.8,3941214.70001221,random1,200,200,1359512183
347,,random1 200x200 (570073850).bmp,blur,,,asm1,767038.6,0,,767038.6,92207108277.8001,random1,200,200,570073850
348,,fixed 152x152 (2089018456).bmp,blur,,,asm1,391669.2,0,,391669.2,782505.700012207,fixed,152,152,2089018456
349,,random2 200x200 (594662880).bmp,blur,,,asm1,635346.2,0,,635346.2,5489839.70001221,random2,200,200,594662880
350,,fixed 84x84 (35005211).bmp,blur,,,asm1,109565.6,0,,109565.6,2370859.29999924,fixed,84,84,35005211
351,,random2 200x200 (2099086020).bmp,blur,,,asm1,1674769,0,,1674769,5414434082145.5,random2,200,200,2099086020
352,,random1 200x200 (1600028624).bmp,blur,,,asm1,633395.6,0,,633395.6,3707762.79998779,random1,200,200,1600028624
353,,random1 200x200 (620145550).bmp,blur,,,asm1,5629999.8,0,,5629999.8,55348347307354.7,random1,200,200,620145550
354,,fixed 368x368 (1264095060).bmp,blur,,,asm1,2805492.4,0,,2805492.4,1075923129196.3,fixed,368,368,1264095060
355,,random1 200x200 (292218004).bmp,blur,,,asm1,643088.2,0,,643088.2,385767060.700012,random1,200,200,292218004
356,,fixed 296x296 (2001100545).bmp,blur,,,asm1,1396517.4,0,,1396517.4,273189200.299805,fixed,296,296,2001100545
357,,random1 200x200 (749241873).bmp,blur,,,asm1,642386.6,0,,642386.6,176430936.299988,random1,200,200,749241873
358,,random1 200x200 (338888228).bmp,blur,,,asm1,4184421.4,0,,4184421.4,62673814374738.8,random1,200,200,338888228
359,,fixed 184x184 (756898537).bmp,blur,,,asm1,2016849.2,0,,2016849.2,10919999942506.7,fixed,184,184,756898537
360,,fixed 204x204 (1129566413).bmp,blur,,,asm1,5601770.2,0,,5601770.2,98127270949908.2,fixed,204,204,1129566413
361,,fixed 364x364 (2053999932).bmp,blur,,,asm1,2183376.4,0,,2183376.4,10239679893.7998,fixed,364,364,2053999932
362,,fixed 248x248 (2084420925).bmp,blur,,,asm1,3514849.6,0,,3514849.6,31909985787577.3,fixed,248,248,2084420925
363,,random2 200x200 (959798838).bmp,blur,,,asm1,660204.6,0,,660204.6,1067377973.29999,random2,200,200,959798838
364,,random2 200x200 (25750299).bmp,blur,,,asm1,705339.8,0,,705339.8,23601149920.7,random2,200,200,25750299
365,,random2 200x200 (766480852).bmp,blur,,,asm1,650732,0,,650732,1066133576.5,random2,200,200,766480852
366,,random1 200x200 (1264095060).bmp,blur,,,asm1,631308.8,0,,631308.8,90400912.2000122,random1,200,200,1264095060
367,,fixed 264x264 (1159126505).bmp,blur,,,asm1,1157245.2,0,,1157245.2,16338836484.2,fixed,264,264,1159126505
368,,random1 200x200 (155324914).bmp,blur,,,asm1,633866.2,0,,633866.2,8401279.70001221,random1,200,200,155324914
369,,random2 200x200 (901471110).bmp,blur,,,asm1,633453.6,0,,633453.6,141386715.299988,random2,200,200,901471110
370,,fixed 148x148 (1059961393).bmp,blur,,,asm1,348405.2,0,,348405.2,3883845.70001221,fixed,148,148,1059961393
371,,random2 200x200 (954978700).bmp,blur,,,asm1,636970.2,0,,636970.2,18450825.7000122,random2,200,200,954978700
372,,fixed 108x108 (278722862).bmp,blur,,,asm1,184413,0,,184413,796673,fixed,108,108,278722862
373,,random1 200x200 (1350490027).bmp,blur,,,asm1,2798482,0,,2798482,23409374817477.5,random1,200,200,1350490027
374,,random1 200x200 (84353895).bmp,blur,,,asm1,633842.8,0,,633842.8,99598235.2000122,random1,200,200,84353895
375,,random1 200x200 (407487131).bmp,blur,,,asm1,3022500.8,0,,3022500.8,16700104474993.2,random1,200,200,407487131
376,,fixed 284x284 (1141616124).bmp,blur,,,asm1,1301575.6,0,,1301575.6,360954416.300049,fixed,284,284,1141616124
377,,fixed 164x164 (1131176229).bmp,blur,,,asm1,428494.2,0,,428494.2,1284239.70001221,fixed,164,164,1131176229
378,,fixed 328x328 (356426808).bmp,blur,,,asm1,1811562.6,0,,1811562.6,31914048514.7998,fixed,328,328,356426808
379,,fixed 44x44 (1025202362).bmp,blur,,,asm1,1258711.2,0,,1258711.2,7537393035141.2,fixed,44,44,1025202362
380,,random2 200x200 (250037052).bmp,blur,,,asm1,1725193.8,0,,1725193.8,5945966779749.2,random2,200,200,250037052
381,,random2 200x200 (1113699290).bmp,blur,,,asm1,1657130.2,0,,1657130.2,5279000442102.7,random2,200,200,1113699290
382,,random1 200x200 (87755422).bmp,blur,,,asm1,645794.8,0,,645794.8,600458975.700012,random1,200,200,87755422
383,,random1 200x200 (1760281936).bmp,blur,,,asm1,2116625.6,0,,2116625.6,10936699595182.8,random1,200,200,1760281936
384,,random1 200x200 (552473416).bmp,blur,,,asm1,643904.8,0,,643904.8,376714088.200012,random1,200,200,552473416
385,,random1 200x200 (1389867269).bmp,blur,,,asm1,1122622.8,0,,1122622.8,1197515294083.7,random1,200,200,1389867269
386,,random1 200x200 (1714636915).bmp,blur,,,asm1,820994.8,0,,820994.8,173283497795.2,random1,200,200,1714636915
387,,fixed 272x272 (1632621729).bmp,blur,,,asm1,1215832.8,0,,1215832.8,6266195883.69995,fixed,272,272,1632621729
388,,random1 200x200 (1548348142).bmp,blur,,,asm1,635080.4,0,,635080.4,4767478.79998779,random1,200,200,1548348142
389,,random1 200x200 (1573363368).bmp,blur,,,asm1,639046,0,,639046,65156673.5,random1,200,200,1573363368
390,,fixed 220x220 (1911759956).bmp,blur,,,asm1,2128621,0,,2128621,9131231540235.5,fixed,220,220,1911759956
391,,random1 200x200 (654887343).bmp,blur,,,asm1,640065.4,0,,640065.4,48755333.7999878,random1,200,200,654887343
392,,random2 200x200 (1250718455).bmp,blur,,,asm1,2498945.2,0,,2498945.2,17280120691408.2,random2,200,200,1250718455
393,,random2 200x200 (98768428).bmp,blur,,,asm1,634348.4,0,,634348.4,5159039.29998779,random2,200,200,98768428
394,,random2 200x200 (960449276).bmp,blur,,,asm1,643291.4,0,,643291.4,405635021.799988,random2,200,200,960449276
395,,random2 200x200 (232899880).bmp,blur,,,asm1,681100.4,0,,681100.4,11452086253.8001,random2,200,200,232899880
396,,random1 200x200 (1605894428).bmp,blur,,,asm1,1479160.8,0,,1479160.8,3565760771201.2,random1,200,200,1605894428
397,,fixed 16x16 (1714636915).bmp,blur,,,asm1,5854,0,,5854,24485,fixed,16,16,1714636915
398,,random2 200x200 (602713750).bmp,blur,,,asm1,635232.2,0,,635232.2,8648822.20001221,random2,200,200,602713750
399,,random2 200x200 (1790746779).bmp,blur,,,asm1,628962.6,0,,628962.6,287018129.299988,random2,200,200,1790746779
400,,random2 200x200 (1585298692).bmp,blur,,,asm1,639390.2,0,,639390.2,131242279.700012,random2,200,200,1585298692
401,,random1 200x200 (1176911340).bmp,blur,,,asm1,647048.8,0,,647048.8,330254551.200012,random1,200,200,1176911340
402,,random2 200x200 (1556677371).bmp,blur,,,asm1,633796.6,0,,633796.6,1894984.29998779,random2,200,200,1556677371
403,,random2 200x200 (88885284).bmp,blur,,,asm1,639351.8,0,,639351.8,178397851.200012,random2,200,200,88885284
404,,random2 200x200 (1427056614).bmp,blur,,,asm1,644822,0,,644822,242202199.5,random2,200,200,1427056614
405,,fixed 168x168 (1653377373).bmp,blur,,,asm1,475070,0,,475070,2266901.5,fixed,168,168,1653377373
406,,random2 200x200 (1258505823).bmp,blur,,,asm1,681535,0,,681535,11901379343.5,random2,200,200,1258505823
407,,random1 200x200 (1760243555).bmp,blur,,,asm1,634160.6,0,,634160.6,1326124.29998779,random1,200,200,1760243555
