,alpha,deltas,filename,filter,h,l,language,mean,optimization,s,trimmed_mean,variance,experiment,width,height,id
36,,"0    571883
1    571739
2    572576
3    569889
4    573849
dtype: float64",random1 200x200 (1346811305).bmp,blur,,,asm2,571987.2,3,,571987.2,2071972.200012207,random1,200,200,1346811305
37,,"0    935326
1    933000
2    899583
3    929169
4    934548
dtype: float64",fixed 256x256 (1827336327).bmp,blur,,,asm2,926325.2,3,,926325.2,229103563.69995117,fixed,256,256,1827336327
38,,"0     962232
1    9004120
2    4172065
3     979491
4     967819
dtype: float64",fixed 260x260 (572660336).bmp,blur,,,asm2,3217145.4,3,,3217145.4,12388036843146.3,fixed,260,260,572660336
39,,"0    573315
1    570482
2    831506
3    569972
4    569902
dtype: float64",random1 200x200 (1120048829).bmp,blur,,,asm2,623035.4,3,,623035.4,13583212926.799988,random1,200,200,1120048829
40,,"0    570393
1    572225
2    575714
3    574200
4    572927
dtype: float64",random1 200x200 (822890675).bmp,blur,,,asm2,573091.8,3,,573091.8,4041515.700012207,random1,200,200,822890675
41,,"0    578342
1    552627
2    572206
3    569566
4    573159
dtype: float64",random1 200x200 (532670688).bmp,blur,,,asm2,569180.0,3,,569180.0,95770541.5,random1,200,200,532670688
42,,"0    4014
1    3843
2    3953
3    4243
4    4341
dtype: float64",fixed 8x8 (846930886).bmp,blur,,,asm2,4078.8,3,,4078.8,42834.199999999255,fixed,8,8,846930886
43,,"0    568769
1    568950
2    568504
3    572976
4    570488
dtype: float64",random2 200x200 (1634660306).bmp,blur,,,asm2,569937.4,3,,569937.4,3482750.799987793,random2,200,200,1634660306
44,,"0    2642627
1    2260778
2    2148002
3    2256057
4    2550672
dtype: float64",fixed 392x392 (1749698586).bmp,blur,,,asm2,2371627.2,3,,2371627.2,45287544587.700195,fixed,392,392,1749698586
45,,"0     573184
1    9848064
2     570018
3     592150
4    2538544
dtype: float64",random1 200x200 (1973594324).bmp,blur,,,asm2,2824392.0,3,,2824392.0,16136680345098.0,random1,200,200,1973594324
46,,"0    590205
1    573831
2    569301
3    573925
4    577454
dtype: float64",random1 200x200 (1359512183).bmp,blur,,,asm2,576943.2,3,,576943.2,63333699.20001221,random1,200,200,1359512183
47,,"0    572845
1    569423
2    572765
3    570399
4    570366
dtype: float64",random1 200x200 (570073850).bmp,blur,,,asm2,571159.6,3,,571159.6,2410493.799987793,random1,200,200,570073850
48,,"0    334663
1    334297
2    375487
3    332459
4    333598
dtype: float64",fixed 152x152 (2089018456).bmp,blur,,,asm2,342100.8,3,,342100.8,349030107.2000122,fixed,152,152,2089018456
49,,"0     570463
1     835923
2     569413
3    3838100
4     569704
dtype: float64",random2 200x200 (594662880).bmp,blur,,,asm2,1276720.6,3,,1276720.6,2063480816540.3,random2,200,200,594662880
50,,"0    102810
1    102660
2    102950
3    161030
4    104278
dtype: float64",fixed 84x84 (35005211).bmp,blur,,,asm2,114745.6,3,,114745.6,669868196.7999992,fixed,84,84,35005211
51,,"0    576490
1    621009
2    573540
3    570811
4    574093
dtype: float64",random2 200x200 (2099086020).bmp,blur,,,asm2,583188.6,3,,583188.6,451071075.2999878,random2,200,200,2099086020
52,,"0    570592
1    581203
2    629822
3    573690
4    575036
dtype: float64",random1 200x200 (1600028624).bmp,blur,,,asm2,586068.6,3,,586068.6,613126805.7999878,random1,200,200,1600028624
53,,"0    576025
1    599436
2    569914
3    573803
4    569297
dtype: float64",random1 200x200 (620145550).bmp,blur,,,asm2,577695.0,3,,577695.0,155419502.5,random1,200,200,620145550
54,,"0    1915142
1    1927413
2    1962076
3    1922529
4    1930020
dtype: float64",fixed 368x368 (1264095060).bmp,blur,,,asm2,1931436.0,3,,1931436.0,325457067.5,fixed,368,368,1264095060
55,,"0    574148
1    579472
2    570931
3    555762
4    622560
dtype: float64",random1 200x200 (292218004).bmp,blur,,,asm2,580574.6,3,,580574.6,628488716.7999878,random1,200,200,292218004
56,,"0    1244994
1    1243663
2    1255593
3    1254618
4    1287946
dtype: float64",fixed 296x296 (2001100545).bmp,blur,,,asm2,1257362.8,3,,1257362.8,321667493.6999512,fixed,296,296,2001100545
57,,"0    571010
1    575305
2    572430
3    573568
4    637043
dtype: float64",random1 200x200 (749241873).bmp,blur,,,asm2,585871.2,3,,585871.2,820771887.7000122,random1,200,200,749241873
58,,"0    574026
1    573141
2    569756
3    585629
4    573602
dtype: float64",random1 200x200 (338888228).bmp,blur,,,asm2,575230.8,3,,575230.8,36641948.70001221,random1,200,200,338888228
59,,"0    9450572
1     480667
2     484853
3     480185
4     495617
dtype: float64",fixed 184x184 (756898537).bmp,blur,,,asm2,2278378.8,3,,2278378.8,16075149596787.2,fixed,184,184,756898537
60,,"0    597544
1    597742
2    597293
3    593536
4    593059
dtype: float64",fixed 204x204 (1129566413).bmp,blur,,,asm2,595834.8,3,,595834.8,5418667.700012207,fixed,204,204,1129566413
61,,"0    1911585
1    1998946
2    1898557
3    1897925
4    1895877
dtype: float64",fixed 364x364 (2053999932).bmp,blur,,,asm2,1920578.0,3,,1920578.0,1957659931.0,fixed,364,364,2053999932
62,,"0    883108
1    874753
2    891493
3    881023
4    900025
dtype: float64",fixed 248x248 (2084420925).bmp,blur,,,asm2,886080.4,3,,886080.4,96617638.80004883,fixed,248,248,2084420925
63,,"0    589813
1    570537
2    590892
3    570195
4    572545
dtype: float64",random2 200x200 (959798838).bmp,blur,,,asm2,578796.4,3,,578796.4,112237696.7999878,random2,200,200,959798838
64,,"0    550533
1    570406
2    574673
3    570314
4    638782
dtype: float64",random2 200x200 (25750299).bmp,blur,,,asm2,580941.6,3,,580941.6,1133358730.2999878,random2,200,200,25750299
65,,"0    12951455
1      575583
2      582146
3      573416
4      550444
dtype: float64",random2 200x200 (766480852).bmp,blur,,,asm2,3046608.8,3,,3046608.8,30658261244308.7,random2,200,200,766480852
66,,"0    569926
1    579854
2    571807
3    577152
4    573037
dtype: float64",random1 200x200 (1264095060).bmp,blur,,,asm2,574355.2,3,,574355.2,16476919.700012207,random1,200,200,1264095060
67,,"0    1003312
1     996223
2     996034
3     994615
4     994428
dtype: float64",fixed 264x264 (1159126505).bmp,blur,,,asm2,996922.4,3,,996922.4,13412882.300048828,fixed,264,264,1159126505
68,,"0    616131
1    605804
2    571913
3    553038
4    575970
dtype: float64",random1 200x200 (155324914).bmp,blur,,,asm2,584571.2,3,,584571.2,668851535.7000122,random1,200,200,155324914
69,,"0    569240
1    590592
2    569700
3    568357
4    570766
dtype: float64",random2 200x200 (901471110).bmp,blur,,,asm2,573731.0,3,,573731.0,89595616.0,random2,200,200,901471110
70,,"0    312904
1    317309
2    319962
3    313313
4    313081
dtype: float64",fixed 148x148 (1059961393).bmp,blur,,,asm2,315313.8,3,,315313.8,10095579.699996948,fixed,148,148,1059961393
71,,"0    589242
1    581708
2    570091
3    571745
4    588309
dtype: float64",random2 200x200 (954978700).bmp,blur,,,asm2,580219.0,3,,580219.0,80866202.5,random2,200,200,954978700
72,,"0    166729
1    166424
2    166939
3    165587
4    165016
dtype: float64",fixed 108x108 (278722862).bmp,blur,,,asm2,166139.0,3,,166139.0,658789.5,fixed,108,108,278722862
73,,"0    618857
1    573260
2    573385
3    571126
4    572158
dtype: float64",random1 200x200 (1350490027).bmp,blur,,,asm2,581757.2,3,,581757.2,430964588.7000122,random1,200,200,1350490027
74,,"0      571193
1      573626
2     3922116
3    14561748
4      604519
dtype: float64",random1 200x200 (84353895).bmp,blur,,,asm2,4046640.4,3,,4046640.4,36642939387721.3,random1,200,200,84353895
75,,"0    573394
1    572851
2    571688
3    568534
4    584539
dtype: float64",random1 200x200 (407487131).bmp,blur,,,asm2,574201.2,3,,574201.2,36944512.70001221,random1,200,200,407487131
76,,"0    1175590
1    1164072
2    1146727
3    1145323
4    1168538
dtype: float64",fixed 284x284 (1141616124).bmp,blur,,,asm2,1160050.0,3,,1160050.0,181025271.5,fixed,284,284,1141616124
77,,"0    404107
1    384515
2    394437
3    384220
4    385215
dtype: float64",fixed 164x164 (1131176229).bmp,blur,,,asm2,390498.8,3,,390498.8,75960065.2000122,fixed,164,164,1131176229
78,,"0     1547196
1    16202392
2     1528233
3     1566821
4     1537916
dtype: float64",fixed 328x328 (356426808).bmp,blur,,,asm2,4476511.6,3,,4476511.6,42967787807698.3,fixed,328,328,356426808
79,,"0    29284
1    28454
2    28401
3    28798
4    29088
dtype: float64",fixed 44x44 (1025202362).bmp,blur,,,asm2,28805.0,3,,28805.0,148999.0,fixed,44,44,1025202362
80,,"0    783870
1    572875
2    576877
3    569084
4    570448
dtype: float64",random2 200x200 (250037052).bmp,blur,,,asm2,614630.8,3,,614630.8,8959358467.700012,random2,200,200,250037052
81,,"0    570818
1    570977
2    570143
3    570067
4    571608
dtype: float64",random2 200x200 (1113699290).bmp,blur,,,asm2,570722.6,3,,570722.6,405875.29998779297,random2,200,200,1113699290
82,,"0     571092
1     570207
2    1238260
3     734494
4     629761
dtype: float64",random1 200x200 (87755422).bmp,blur,,,asm2,748762.8,3,,748762.8,79355405687.69995,random1,200,200,87755422
83,,"0    573510
1    573651
2    572112
3    580898
4    572463
dtype: float64",random1 200x200 (1760281936).bmp,blur,,,asm2,574526.8,3,,574526.8,13120906.700012207,random1,200,200,1760281936
84,,"0    567499
1    574352
2    575251
3    575339
4    577210
dtype: float64",random1 200x200 (552473416).bmp,blur,,,asm2,573930.2,3,,573930.2,14006141.700012207,random1,200,200,552473416
85,,"0    572719
1    581532
2    574396
3    571492
4    806429
dtype: float64",random1 200x200 (1389867269).bmp,blur,,,asm2,621313.6,3,,621313.6,10723793795.299988,random1,200,200,1389867269
86,,"0    569652
1    569285
2    610673
3    571590
4    570040
dtype: float64",random1 200x200 (1714636915).bmp,blur,,,asm2,578248.0,3,,578248.0,329326859.5,random1,200,200,1714636915
87,,"0    1051680
1    1054202
2    1045362
3    1087387
4    1053259
dtype: float64",fixed 272x272 (1632621729).bmp,blur,,,asm2,1058378.0,3,,1058378.0,274861169.5,fixed,272,272,1632621729
88,,"0    575125
1    553103
2    573507
3    569334
4    584219
dtype: float64",random1 200x200 (1548348142).bmp,blur,,,asm2,571057.6,3,,571057.6,130276052.7999878,random1,200,200,1548348142
89,,"0    570623
1    569859
2    568699
3    573775
4    572374
dtype: float64",random1 200x200 (1573363368).bmp,blur,,,asm2,571066.0,3,,571066.0,4076333.0,random1,200,200,1573363368
90,,"0    689644
1    691042
2    689907
3    693335
4    689986
dtype: float64",fixed 220x220 (1911759956).bmp,blur,,,asm2,690782.8,3,,690782.8,2319922.699951172,fixed,220,220,1911759956
91,,"0    577585
1    570561
2    672953
3    574499
4    611030
dtype: float64",random1 200x200 (654887343).bmp,blur,,,asm2,601325.6,3,,601325.6,1863600744.7999878,random1,200,200,654887343
92,,"0    569502
1    605261
2    571001
3    574197
4    572195
dtype: float64",random2 200x200 (1250718455).bmp,blur,,,asm2,578431.2,3,,578431.2,227898823.2000122,random2,200,200,1250718455
93,,"0    571425
1    572322
2    570919
3    573660
4    569121
dtype: float64",random2 200x200 (98768428).bmp,blur,,,asm2,571489.4,3,,571489.4,2835887.299987793,random2,200,200,98768428
94,,"0    573208
1    606909
2    574655
3    620401
4    572924
dtype: float64",random2 200x200 (960449276).bmp,blur,,,asm2,589619.4,3,,589619.4,504610216.2999878,random2,200,200,960449276
95,,"0    573153
1    569490
2    569987
3    575468
4    573718
dtype: float64",random2 200x200 (232899880).bmp,blur,,,asm2,572363.2,3,,572363.2,6500163.700012207,random2,200,200,232899880
96,,"0    576612
1    573879
2    571944
3    571892
4    590657
dtype: float64",random1 200x200 (1605894428).bmp,blur,,,asm2,576996.8,3,,576996.8,62014895.70001221,random1,200,200,1605894428
97,,"0    6090
1    6227
2    6429
3    5935
4    5995
dtype: float64",fixed 16x16 (1714636915).bmp,blur,,,asm2,6135.2,3,,6135.2,39131.20000000298,fixed,16,16,1714636915
98,,"0    580519
1    570888
2    569828
3    572069
4    569120
dtype: float64",random2 200x200 (602713750).bmp,blur,,,asm2,572484.8,3,,572484.8,21412873.700012207,random2,200,200,602713750
99,,"0    571667
1    554706
2    579631
3    552906
4    801160
dtype: float64",random2 200x200 (1790746779).bmp,blur,,,asm2,612014.0,3,,612014.0,11307677735.5,random2,200,200,1790746779
100,,"0    573037
1    615096
2    570540
3    568424
4    568681
dtype: float64",random2 200x200 (1585298692).bmp,blur,,,asm2,579155.6,3,,579155.6,407065666.2999878,random2,200,200,1585298692
101,,"0    572997
1    575925
2    576315
3    586617
4    575192
dtype: float64",random1 200x200 (1176911340).bmp,blur,,,asm2,577409.2,3,,577409.2,28141797.200012207,random1,200,200,1176911340
102,,"0    572350
1    572649
2    570100
3    571504
4    551279
dtype: float64",random2 200x200 (1556677371).bmp,blur,,,asm2,567576.4,3,,567576.4,83979593.2999878,random2,200,200,1556677371
103,,"0    569133
1    568599
2    572753
3    569557
4    569514
dtype: float64",random2 200x200 (88885284).bmp,blur,,,asm2,569911.2,3,,569911.2,2671629.200012207,random2,200,200,88885284
104,,"0    571382
1    571318
2    570116
3    571190
4    573519
dtype: float64",random2 200x200 (1427056614).bmp,blur,,,asm2,571505.0,3,,571505.0,1533710.0,random2,200,200,1427056614
105,,"0    412456
1    405704
2    406559
3    407856
4    407752
dtype: float64",fixed 168x168 (1653377373).bmp,blur,,,asm2,408065.4,3,,408065.4,6816221.799987793,fixed,168,168,1653377373
106,,"0     614342
1     570168
2     575598
3    2492263
4     571160
dtype: float64",random2 200x200 (1258505823).bmp,blur,,,asm2,964706.2,3,,964706.2,729532260992.2,random2,200,200,1258505823
107,,"0    581748
1    570622
2    572332
3    570113
4    578056
dtype: float64",random1 200x200 (1760243555).bmp,blur,,,asm2,574574.2,3,,574574.2,26033997.200012207,random1,200,200,1760243555
108,,"0     568568
1     573296
2     574923
3     606857
4    5531799
dtype: float64",random2 200x200 (13999837).bmp,blur,,,asm2,1571088.6,3,,1571088.6,4902488244942.3,random2,200,200,13999837
109,,"0    572832
1    569914
2    573943
3    605663
4    570992
dtype: float64",random1 200x200 (950390868).bmp,blur,,,asm2,578668.8,3,,578668.8,230167008.7000122,random1,200,200,950390868
110,,"0    45875
1    45121
2    46977
3    45594
4    45899
dtype: float64",fixed 56x56 (1102520059).bmp,blur,,,asm2,45893.2,3,,45893.2,465200.19999980927,fixed,56,56,1102520059
111,,"0     447144
1     233596
2    7467735
3     234472
4     234839
dtype: float64",fixed 128x128 (1801979802).bmp,blur,,,asm2,1723557.2,3,,1723557.2,10319612561130.7,fixed,128,128,1801979802
112,,"0    621421
1    600994
2    570931
3    549450
4    603151
dtype: float64",random1 200x200 (2112255763).bmp,blur,,,asm2,589189.4,3,,589189.4,821434994.2999878,random1,200,200,2112255763
113,,"0    795675
1    792820
2    803987
3    796361
4    795080
dtype: float64",fixed 236x236 (982906996).bmp,blur,,,asm2,796784.6,3,,796784.6,17977232.300048828,fixed,236,236,982906996
114,,"0    4598634
1     569899
2     571495
3     587305
4     572408
dtype: float64",random2 200x200 (279861221).bmp,blur,,,asm2,1379948.2,3,,1379948.2,3237529744813.7,random2,200,200,279861221
115,,"0    569377
1    574937
2    591176
3    569163
4    698583
dtype: float64",random2 200x200 (211996288).bmp,blur,,,asm2,600647.2,3,,600647.2,3077804798.200012,random2,200,200,211996288
116,,"0    15697
1    16011
2    16350
3    16170
4    16576
dtype: float64",fixed 32x32 (1649760492).bmp,blur,,,asm2,16160.8,3,,16160.8,111455.69999998808,fixed,32,32,1649760492
117,,"0     573291
1     682232
2    7337254
3     591078
4     573156
dtype: float64",random1 200x200 (498777856).bmp,blur,,,asm2,1951402.2,3,,1951402.2,9066856901154.2,random1,200,200,498777856
118,,"0    12696
1    13966
2    13282
3    13673
4    12754
dtype: float64",fixed 28x28 (719885386).bmp,blur,,,asm2,13274.2,3,,13274.2,310653.1999999881,fixed,28,28,719885386
119,,"0    573516
1    572884
2    582027
3    570253
4    569945
dtype: float64",random1 200x200 (760313750).bmp,blur,,,asm2,573725.0,3,,573725.0,24004337.5,random1,200,200,760313750
120,,"0      574398
1    19688753
2      571413
3      573819
4      570342
dtype: float64",random1 200x200 (184803526).bmp,blur,,,asm2,4395745.0,3,,4395745.0,73086282072645.5,random1,200,200,184803526
121,,"0    586984
1    570091
2    571727
3    570045
4    569185
dtype: float64",random2 200x200 (369554448).bmp,blur,,,asm2,573606.4,3,,573606.4,56770677.79998779,random2,200,200,369554448
122,,"0    570326
1    637267
2    586847
3    830655
4    572948
dtype: float64",random2 200x200 (204557828).bmp,blur,,,asm2,639608.6,3,,639608.6,12132927683.299988,random2,200,200,204557828
123,,"0    570631
1    578309
2    580217
3    552856
4    570665
dtype: float64",random2 200x200 (468736315).bmp,blur,,,asm2,570535.6,3,,570535.6,116687338.7999878,random2,200,200,468736315
124,,"0    570619
1    575052
2    572075
3    570015
4    574090
dtype: float64",random1 200x200 (1876855542).bmp,blur,,,asm2,572370.2,3,,572370.2,4712643.700012207,random1,200,200,1876855542
125,,"0    22049
1    19943
2    20688
3    19546
4    19271
dtype: float64",fixed 36x36 (596516649).bmp,blur,,,asm2,20299.4,3,,20299.4,1241087.300000012,fixed,36,36,596516649
126,,"0    40572
1    39812
2    40533
3    39596
4    39916
dtype: float64",fixed 52x52 (783368690).bmp,blur,,,asm2,40085.8,3,,40085.8,195020.20000004768,fixed,52,52,783368690
127,,"0    576053
1    573678
2    582366
3    569102
4    574868
dtype: float64",random2 200x200 (2124251098).bmp,blur,,,asm2,575213.4,3,,575213.4,22922644.799987793,random2,200,200,2124251098
128,,"0    570467
1    580605
2    569752
3    573504
4    602385
dtype: float64",random2 200x200 (1904101559).bmp,blur,,,asm2,579342.6,3,,579342.6,184347746.2999878,random2,200,200,1904101559
129,,"0    570045
1    571019
2    569575
3    569059
4    570305
dtype: float64",random1 200x200 (1784639529).bmp,blur,,,asm2,570000.6,3,,570000.6,549878.799987793,random1,200,200,1784639529
130,,"0    574511
1    553799
2    570961
3    573406
4    570219
dtype: float64",random2 200x200 (1940591161).bmp,blur,,,asm2,568579.2,3,,568579.2,71325119.2000122,random2,200,200,1940591161
131,,"0    579973
1    579973
2    573589
3    574664
4    569841
dtype: float64",random1 200x200 (1411154259).bmp,blur,,,asm2,575608.0,3,,575608.0,19083059.0,random1,200,200,1411154259
132,,"0    8781350
1     574838
2     570971
3     571148
4     573800
dtype: float64",random2 200x200 (1054231799).bmp,blur,,,asm2,2214421.4,3,,2214421.4,13476425056399.8,random2,200,200,1054231799
133,,"0    574142
1    570204
2    572521
3    570262
4    613057
dtype: float64",random2 200x200 (696556207).bmp,blur,,,asm2,580037.2,3,,580037.2,343450048.7000122,random2,200,200,696556207
134,,"0    4952803
1    2274757
2    2311465
3    2282220
4    2609530
dtype: float64",fixed 400x400 (1956297539).bmp,blur,,,asm2,2886155.0,3,,2886155.0,1354092235314.5,fixed,400,400,1956297539
135,,"0    553754
1    569282
2    571269
3    574062
4    597532
dtype: float64",random2 200x200 (923192533).bmp,blur,,,asm2,573179.8,3,,573179.8,247503407.2000122,random2,200,200,923192533
136,,"0     1796876
1    20198204
2     1811520
3     1832098
4     1798678
dtype: float64",fixed 356x356 (752392754).bmp,blur,,,asm2,5487475.2,3,,5487475.2,67626929542901.2,fixed,356,356,752392754
137,,"0      572698
1      572341
2      569328
3      570982
4    13095397
dtype: float64",random1 200x200 (1967681095).bmp,blur,,,asm2,3076149.2,3,,3076149.2,31370416279924.7,random1,200,200,1967681095
138,,"0    570632
1    568055
2    552148
3    570201
4    575916
dtype: float64",random1 200x200 (1884167637).bmp,blur,,,asm2,567390.4,3,,567390.4,80966437.2999878,random1,200,200,1884167637
139,,"0    617932
1    571410
2    596573
3    570863
4    570607
dtype: float64",random1 200x200 (1626276121).bmp,blur,,,asm2,585477.0,3,,585477.0,452253656.5,random1,200,200,1626276121
140,,"0      375339
1      353211
2      350332
3      350671
4    11116753
dtype: float64",fixed 156x156 (628175011).bmp,blur,,,asm2,2509261.2,3,,2509261.2,23152894612447.2,fixed,156,156,628175011
141,,"0    569331
1    569441
2    570299
3    581920
4    571865
dtype: float64",random2 200x200 (880121610).bmp,blur,,,asm2,572571.2,3,,572571.2,28339680.200012207,random2,200,200,880121610
142,,"0    1243688
1    1194193
2    1170266
3    1223269
4    1175669
dtype: float64",fixed 288x288 (84353895).bmp,blur,,,asm2,1201417.0,3,,1201417.0,987469456.5,fixed,288,288,84353895
143,,"0    4527
1    4716
2    4524
3    5974
4    5226
dtype: float64",fixed 12x12 (1681692777).bmp,blur,,,asm2,4993.4,3,,4993.4,382623.80000000075,fixed,12,12,1681692777
144,,"0    571633
1    568803
2    569682
3    626834
4    569212
dtype: float64",random2 200x200 (663282821).bmp,blur,,,asm2,581232.8,3,,581232.8,651011535.7000122,random2,200,200,663282821
