,alpha,deltas,filename,filter,h,l,language,mean,optimization,s,trimmed_mean,variance,experiment,width,height,id
932,0.0,"0    107615
1    106616
2    125992
3    107016
4    106784
dtype: float64",random2 200x200 (818034604).bmp,merge,,,asm2,110804.6,3,,110804.6,72223437.79999924,random2,200,200,818034604
933,0.14674845465465455,"0    103210
1    106408
2    107230
3    147729
4    106222
dtype: float64",random2 200x200 (818034604).bmp,merge,,,asm2,114159.8,3,,114159.8,354477627.20000076,random2,200,200,818034604
934,0.0,"0    106949
1    108289
2    106189
3    106516
4    106958
dtype: float64",random1 200x200 (1633108117).bmp,merge,,,asm2,106980.2,3,,106980.2,638975.7000007629,random1,200,200,1633108117
935,0.14674845465465455,"0    106894
1    106857
2    106506
3    107052
4    106916
dtype: float64",random1 200x200 (1633108117).bmp,merge,,,asm2,106845.0,3,,106845.0,41339.0,random1,200,200,1633108117
936,0.0,"0    106781
1    107584
2    107160
3    154091
4    106964
dtype: float64",random2 200x200 (1144991476).bmp,merge,,,asm2,116516.0,3,,116516.0,441301728.5,random2,200,200,1144991476
937,0.14674845465465455,"0    109806
1    106586
2    106506
3    134063
4    106739
dtype: float64",random2 200x200 (1144991476).bmp,merge,,,asm2,112740.0,3,,112740.0,144006289.5,random2,200,200,1144991476
938,0.0,"0    106714
1    107053
2    107111
3    106342
4    107465
dtype: float64",random1 200x200 (1956297539).bmp,merge,,,asm2,106937.0,3,,106937.0,181567.5,random1,200,200,1956297539
939,0.14674845465465455,"0    106549
1    112694
2    106216
3    108213
4    107148
dtype: float64",random1 200x200 (1956297539).bmp,merge,,,asm2,108164.0,3,,108164.0,6989621.5,random1,200,200,1956297539
940,0.0,"0    22645
1    26787
2    23005
3    22681
4    23362
dtype: float64",fixed 92x92 (294702567).bmp,merge,,,asm2,23696.0,3,,23696.0,3069536.0,fixed,92,92,294702567
941,0.14674845465465455,"0    22415
1    21867
2    22516
3    22269
4    22601
dtype: float64",fixed 92x92 (294702567).bmp,merge,,,asm2,22333.6,3,,22333.6,83321.79999995232,fixed,92,92,294702567
942,0.0,"0    17162
1    17278
2    16994
3    17425
4    17574
dtype: float64",fixed 80x80 (1303455736).bmp,merge,,,asm2,17286.6,3,,17286.6,50741.80000001192,fixed,80,80,1303455736
943,0.14674845465465455,"0    17208
1    19830
2    17049
3    17565
4    28002
dtype: float64",fixed 80x80 (1303455736).bmp,merge,,,asm2,19930.8,3,,19930.8,21617462.699999988,fixed,80,80,1303455736
944,0.0,"0    108072
1    107068
2    109690
3    104207
4    106964
dtype: float64",random1 200x200 (1975960378).bmp,merge,,,asm2,107200.2,3,,107200.2,3997913.200000763,random1,200,200,1975960378
945,0.14674845465465455,"0    164720
1    106977
2    107938
3    107984
4    107434
dtype: float64",random1 200x200 (1975960378).bmp,merge,,,asm2,119010.6,3,,119010.6,653090705.7999992,random1,200,200,1975960378
946,0.0,"0    110344
1    107517
2    107178
3    103779
4    106503
dtype: float64",random2 200x200 (335467078).bmp,merge,,,asm2,107064.2,3,,107064.2,5520637.700000763,random2,200,200,335467078
947,0.14674845465465455,"0    104180
1    106815
2    106955
3    106702
4    106482
dtype: float64",random2 200x200 (335467078).bmp,merge,,,asm2,106226.8,3,,106226.8,1339146.700000763,random2,200,200,335467078
948,0.0,"0    107102
1    107166
2    103757
3    106833
4    108723
dtype: float64",random2 200x200 (813833609).bmp,merge,,,asm2,106716.2,3,,106716.2,3287228.700000763,random2,200,200,813833609
949,0.14674845465465455,"0    110008
1    115008
2    107728
3    111507
4    107734
dtype: float64",random2 200x200 (813833609).bmp,merge,,,asm2,110397.0,3,,110397.0,9214968.0,random2,200,200,813833609
950,0.0,"0    37908
1    37349
2    37712
3    38164
4    37853
dtype: float64",fixed 120x120 (468703135).bmp,merge,,,asm2,37797.2,3,,37797.2,89518.70000004768,fixed,120,120,468703135
951,0.14674845465465455,"0    38039
1    38096
2    38826
3    36192
4    37862
dtype: float64",fixed 120x120 (468703135).bmp,merge,,,asm2,37803.0,3,,37803.0,946719.0,fixed,120,120,468703135
952,0.0,"0     106671
1     107117
2    2963361
3     115426
4     116678
dtype: float64",random1 200x200 (1520223205).bmp,merge,,,asm2,681850.6,3,,681850.6,1626674220952.3,random1,200,200,1520223205
953,0.14674845465465455,"0    107691
1    107144
2    107007
3    106445
4    106577
dtype: float64",random1 200x200 (1520223205).bmp,merge,,,asm2,106972.8,3,,106972.8,245380.20000076294,random1,200,200,1520223205
954,0.0,"0    106711
1    106616
2    116427
3    106366
4    108921
dtype: float64",random1 200x200 (269441500).bmp,merge,,,asm2,109008.2,3,,109008.2,18256791.700000763,random1,200,200,269441500
955,0.14674845465465455,"0    112502
1    106357
2    106384
3    109748
4    170554
dtype: float64",random1 200x200 (269441500).bmp,merge,,,asm2,121109.0,3,,121109.0,770601981.0,random1,200,200,269441500
956,0.0,"0    270695
1    275616
2    267972
3    259903
4    267069
dtype: float64",fixed 316x316 (1374344043).bmp,merge,,,asm2,268251.0,3,,268251.0,32845107.5,fixed,316,316,1374344043
957,0.14674845465465455,"0    322590
1    395963
2    267435
3    560860
4    300205
dtype: float64",fixed 316x316 (1374344043).bmp,merge,,,asm2,369410.6,3,,369410.6,13684627339.299988,fixed,316,316,1374344043
958,0.0,"0    353525
1    348622
2    343039
3    346370
4    324853
dtype: float64",fixed 352x352 (1918502651).bmp,merge,,,asm2,343281.8,3,,343281.8,120664370.7000122,fixed,352,352,1918502651
959,0.14674845465465455,"0    336400
1    337474
2    332019
3    336751
4    333347
dtype: float64",fixed 352x352 (1918502651).bmp,merge,,,asm2,335198.2,3,,335198.2,5642257.700012207,fixed,352,352,1918502651
960,0.0,"0     45487
1    874643
2     45817
3     46693
4     46757
dtype: float64",fixed 132x132 (1315634022).bmp,merge,,,asm2,211879.4,3,,211879.4,137267673670.8,fixed,132,132,1315634022
961,0.14674845465465455,"0    46235
1    45423
2    45414
3    45359
4    45740
dtype: float64",fixed 132x132 (1315634022).bmp,merge,,,asm2,45634.2,3,,45634.2,135245.69999980927,fixed,132,132,1315634022
962,0.0,"0    106705
1    110523
2    108081
3    106363
4    107950
dtype: float64",random1 200x200 (1889947178).bmp,merge,,,asm2,107924.4,3,,107924.4,2675701.799999237,random1,200,200,1889947178
963,0.14674845465465455,"0    106674
1    119886
2    107043
3    105602
4    106677
dtype: float64",random1 200x200 (1889947178).bmp,merge,,,asm2,109176.4,3,,109176.4,36133067.29999924,random1,200,200,1889947178
964,0.0,"0    106384
1    106958
2    107657
3    106601
4    106659
dtype: float64",random2 200x200 (2081421295).bmp,merge,,,asm2,106851.8,3,,106851.8,244633.70000076294,random2,200,200,2081421295
965,0.14674845465465455,"0    103038
1    107053
2    136645
3    110279
4    110713
dtype: float64",random2 200x200 (2081421295).bmp,merge,,,asm2,113545.6,3,,113545.6,176210022.79999924,random2,200,200,2081421295
966,0.0,"0    106836
1    106872
2    113460
3    112013
4    113277
dtype: float64",random1 200x200 (1631518149).bmp,merge,,,asm2,110491.6,3,,110491.6,11337356.299999237,random1,200,200,1631518149
967,0.14674845465465455,"0    106968
1    136889
2    110649
3    106540
4    106723
dtype: float64",random1 200x200 (1631518149).bmp,merge,,,asm2,113553.8,3,,113553.8,173048850.70000076,random1,200,200,1631518149
968,0.0,"0    26506
1    26549
2    26350
3    26243
4    27519
dtype: float64",fixed 100x100 (336465782).bmp,merge,,,asm2,26633.4,3,,26633.4,260092.29999995232,fixed,100,100,336465782
969,0.14674845465465455,"0    26457
1    26344
2    26478
3    28267
4    27644
dtype: float64",fixed 100x100 (336465782).bmp,merge,,,asm2,27038.0,3,,27038.0,752618.5,fixed,100,100,336465782
970,0.0,"0    107300
1    106408
2    106290
3    109364
4    115615
dtype: float64",random2 200x200 (1665194694).bmp,merge,,,asm2,108995.4,3,,108995.4,15210794.799999237,random2,200,200,1665194694
971,0.14674845465465455,"0    106943
1    106674
2    106555
3    106930
4    106656
dtype: float64",random2 200x200 (1665194694).bmp,merge,,,asm2,106751.6,3,,106751.6,30568.29999923706,random2,200,200,1665194694
972,0.0,"0    106717
1    106488
2    106378
3    110810
4    106033
dtype: float64",random1 200x200 (1346811305).bmp,merge,,,asm2,107285.2,3,,107285.2,3943402.700000763,random1,200,200,1346811305
973,0.14674845465465455,"0    112105
1    106711
2    106839
3    107712
4    107367
dtype: float64",random1 200x200 (1346811305).bmp,merge,,,asm2,108146.8,3,,108146.8,5059087.200000763,random1,200,200,1346811305
974,0.0,"0    175771
1    173826
2    174638
3    174937
4    212811
dtype: float64",fixed 256x256 (1827336327).bmp,merge,,,asm2,182396.6,3,,182396.6,289557748.30000305,fixed,256,256,1827336327
975,0.14674845465465455,"0    181235
1    175996
2    174592
3    178628
4    179879
dtype: float64",fixed 256x256 (1827336327).bmp,merge,,,asm2,178066.0,3,,178066.0,7499737.5,fixed,256,256,1827336327
976,0.0,"0    184849
1    202856
2    180526
3    179425
4    184489
dtype: float64",fixed 260x260 (572660336).bmp,merge,,,asm2,186429.0,3,,186429.0,90001938.5,fixed,260,260,572660336
977,0.14674845465465455,"0    184382
1    180994
2    207506
3    180786
4    272090
dtype: float64",fixed 260x260 (572660336).bmp,merge,,,asm2,205151.6,3,,205151.6,1523735244.800003,fixed,260,260,572660336
978,0.0,"0    106928
1    106531
2    106604
3    107908
4    161860
dtype: float64",random1 200x200 (1120048829).bmp,merge,,,asm2,117966.2,3,,117966.2,602384578.2000008,random1,200,200,1120048829
979,0.14674845465465455,"0    107010
1    106943
2    106644
3    106848
4    107645
dtype: float64",random1 200x200 (1120048829).bmp,merge,,,asm2,107018.0,3,,107018.0,141898.5,random1,200,200,1120048829
980,0.0,"0      107096
1      106335
2      106665
3    11647865
4      106708
dtype: float64",random1 200x200 (822890675).bmp,merge,,,asm2,2414933.8,3,,2414933.8,26639693367810.7,random1,200,200,822890675
981,0.14674845465465455,"0    107993
1    108344
2    107166
3    106732
4    129316
dtype: float64",random1 200x200 (822890675).bmp,merge,,,asm2,111910.2,3,,111910.2,95086325.20000076,random1,200,200,822890675
982,0.0,"0    107172
1    106906
2    114886
3    109535
4    107162
dtype: float64",random1 200x200 (532670688).bmp,merge,,,asm2,109132.2,3,,109132.2,11487125.200000763,random1,200,200,532670688
983,0.14674845465465455,"0    106360
1    106995
2    106842
3    106698
4    106522
dtype: float64",random1 200x200 (532670688).bmp,merge,,,asm2,106683.4,3,,106683.4,63274.79999923706,random1,200,200,532670688
984,0.0,"0    1224
1    1319
2    1047
3    1282
4     974
dtype: float64",fixed 8x8 (846930886).bmp,merge,,,asm2,1169.2,3,,1169.2,22800.699999999953,fixed,8,8,846930886
985,0.14674845465465455,"0    1267
1    1004
2    1328
3    1285
4     928
dtype: float64",fixed 8x8 (846930886).bmp,merge,,,asm2,1162.4,3,,1162.4,33357.30000000005,fixed,8,8,846930886
986,0.0,"0    106934
1    106854
2    102910
3    106781
4    111165
dtype: float64",random2 200x200 (1634660306).bmp,merge,,,asm2,106928.8,3,,106928.8,8530902.700000763,random2,200,200,1634660306
987,0.14674845465465455,"0    109177
1    107636
2    107193
3    106943
4    106467
dtype: float64",random2 200x200 (1634660306).bmp,merge,,,asm2,107483.2,3,,107483.2,1075250.200000763,random2,200,200,1634660306
988,0.0,"0    422881
1    435656
2    494093
3    438837
4    415881
dtype: float64",fixed 392x392 (1749698586).bmp,merge,,,asm2,441469.6,3,,441469.6,952565813.7999878,fixed,392,392,1749698586
989,0.14674845465465455,"0    423397
1    427384
2    439173
3    527507
4    621293
dtype: float64",fixed 392x392 (1749698586).bmp,merge,,,asm2,487750.8,3,,487750.8,7389859847.200012,fixed,392,392,1749698586
990,0.0,"0    106879
1    106979
2    110325
3    106699
4    103094
dtype: float64",random1 200x200 (1973594324).bmp,merge,,,asm2,106795.2,3,,106795.2,6552107.200000763,random1,200,200,1973594324
991,0.14674845465465455,"0    125464
1    106512
2    108771
3    106601
4    106644
dtype: float64",random1 200x200 (1973594324).bmp,merge,,,asm2,110798.4,3,,110798.4,68110151.29999924,random1,200,200,1973594324
992,0.0,"0    107419
1    106836
2    116134
3    107355
4    106900
dtype: float64",random1 200x200 (1359512183).bmp,merge,,,asm2,108928.8,3,,108928.8,16291772.700000763,random1,200,200,1359512183
993,0.14674845465465455,"0    112761
1    103481
2    108844
3    107013
4    107193
dtype: float64",random1 200x200 (1359512183).bmp,merge,,,asm2,107858.4,3,,107858.4,11331495.799999237,random1,200,200,1359512183
994,0.0,"0    107318
1    107346
2    106561
3    106305
4    107767
dtype: float64",random1 200x200 (570073850).bmp,merge,,,asm2,107059.4,3,,107059.4,366808.29999923706,random1,200,200,570073850
995,0.14674845465465455,"0    113430
1    106561
2    106598
3    107187
4    106613
dtype: float64",random1 200x200 (570073850).bmp,merge,,,asm2,108077.8,3,,108077.8,9018924.700000763,random1,200,200,570073850
996,0.0,"0    60064
1    59810
2    60457
3    60146
4    59911
dtype: float64",fixed 152x152 (2089018456).bmp,merge,,,asm2,60077.6,3,,60077.6,62043.300000190735,fixed,152,152,2089018456
997,0.14674845465465455,"0    60116
1    60061
2    59853
3    59908
4    59905
dtype: float64",fixed 152x152 (2089018456).bmp,merge,,,asm2,59968.6,3,,59968.6,12836.300000190735,fixed,152,152,2089018456
998,0.0,"0    106604
1    107193
2    109138
3    141984
4    106940
dtype: float64",random2 200x200 (594662880).bmp,merge,,,asm2,114371.8,3,,114371.8,239232947.20000076,random2,200,200,594662880
999,0.14674845465465455,"0    106705
1    106515
2    106430
3    106906
4    106787
dtype: float64",random2 200x200 (594662880).bmp,merge,,,asm2,106668.6,3,,106668.6,38056.29999923706,random2,200,200,594662880
1000,0.0,"0    19769
1    18548
2    18432
3    18875
4    18859
dtype: float64",fixed 84x84 (35005211).bmp,merge,,,asm2,18896.6,3,,18896.6,275084.3000000119,fixed,84,84,35005211
1001,0.14674845465465455,"0    18951
1    18737
2    18933
3    18835
4    18774
dtype: float64",fixed 84x84 (35005211).bmp,merge,,,asm2,18846.0,3,,18846.0,8945.0,fixed,84,84,35005211
1002,0.0,"0    106534
1    106924
2    127816
3    107175
4    106836
dtype: float64",random2 200x200 (2099086020).bmp,merge,,,asm2,111057.0,3,,111057.0,87822516.0,random2,200,200,2099086020
1003,0.14674845465465455,"0    103249
1    111286
2    106830
3    106061
4    108924
dtype: float64",random2 200x200 (2099086020).bmp,merge,,,asm2,107270.0,3,,107270.0,9171923.5,random2,200,200,2099086020
1004,0.0,"0    106934
1    106885
2    108604
3    107645
4    106613
dtype: float64",random1 200x200 (1600028624).bmp,merge,,,asm2,107336.2,3,,107336.2,647759.7000007629,random1,200,200,1600028624
1005,0.14674845465465455,"0    128226
1    106491
2    106705
3    106552
4    106683
dtype: float64",random1 200x200 (1600028624).bmp,merge,,,asm2,110931.4,3,,110931.4,93477711.29999924,random1,200,200,1600028624
1006,0.0,"0    109919
1    106482
2    106830
3    107007
4    107159
dtype: float64",random1 200x200 (620145550).bmp,merge,,,asm2,107479.4,3,,107479.4,1923498.299999237,random1,200,200,620145550
1007,0.14674845465465455,"0    107425
1    106567
2    116376
3    107049
4    106210
dtype: float64",random1 200x200 (620145550).bmp,merge,,,asm2,108725.4,3,,108725.4,18504741.299999237,random1,200,200,620145550
1008,0.0,"0    366389
1    375752
2    367125
3    390541
4    376844
dtype: float64",fixed 368x368 (1264095060).bmp,merge,,,asm2,375330.2,3,,375330.2,95277076.7000122,fixed,368,368,1264095060
1009,0.14674845465465455,"0    394922
1    643095
2    394699
3    367772
4    423797
dtype: float64",fixed 368x368 (1264095060).bmp,merge,,,asm2,444857.0,3,,444857.0,12673313664.5,fixed,368,368,1264095060
1010,0.0,"0    106995
1    108664
2    107508
3    106647
4    129178
dtype: float64",random1 200x200 (292218004).bmp,merge,,,asm2,111798.4,3,,111798.4,94973016.29999924,random1,200,200,292218004
1011,0.14674845465465455,"0    106476
1    109907
2    106891
3    106769
4    111147
dtype: float64",random1 200x200 (292218004).bmp,merge,,,asm2,108238.0,3,,108238.0,4581214.0,random1,200,200,292218004
1012,0.0,"0    232684
1    235611
2    232779
3    228877
4    239888
dtype: float64",fixed 296x296 (2001100545).bmp,merge,,,asm2,233967.8,3,,233967.8,16681626.699996948,fixed,296,296,2001100545
1013,0.14674845465465455,"0    238499
1    235348
2    237657
3    302500
4    235364
dtype: float64",fixed 296x296 (2001100545).bmp,merge,,,asm2,249873.6,3,,249873.6,867421591.300003,fixed,296,296,2001100545
1014,0.0,"0    106387
1    106287
2    106979
3    106424
4    106610
dtype: float64",random1 200x200 (749241873).bmp,merge,,,asm2,106537.4,3,,106537.4,74615.29999923706,random1,200,200,749241873
1015,0.14674845465465455,"0    107706
1    107331
2    109516
3    106876
4    107047
dtype: float64",random1 200x200 (749241873).bmp,merge,,,asm2,107695.2,3,,107695.2,1134830.700000763,random1,200,200,749241873
1016,0.0,"0    106485
1    105975
2    106751
3    106662
4    107474
dtype: float64",random1 200x200 (338888228).bmp,merge,,,asm2,106669.4,3,,106669.4,292572.29999923706,random1,200,200,338888228
1017,0.14674845465465455,"0    112288
1    106973
2    108301
3    106613
4    107154
dtype: float64",random1 200x200 (338888228).bmp,merge,,,asm2,108265.8,3,,108265.8,5454627.700000763,random1,200,200,338888228
1018,0.0,"0    90349
1    90599
2    91179
3    91323
4    90364
dtype: float64",fixed 184x184 (756898537).bmp,merge,,,asm2,90762.8,3,,90762.8,211037.20000076294,fixed,184,184,756898537
1019,0.14674845465465455,"0    98402
1    90581
2    90740
3    91161
4    90294
dtype: float64",fixed 184x184 (756898537).bmp,merge,,,asm2,92235.6,3,,92235.6,11980896.299999237,fixed,184,184,756898537
1020,0.0,"0    111537
1    110911
2    111296
3    111241
4    111476
dtype: float64",fixed 204x204 (1129566413).bmp,merge,,,asm2,111292.2,3,,111292.2,60414.70000076294,fixed,204,204,1129566413
1021,0.14674845465465455,"0    111177
1    111488
2    110636
3    111177
4    110960
dtype: float64",fixed 204x204 (1129566413).bmp,merge,,,asm2,111087.6,3,,111087.6,99132.29999923706,fixed,204,204,1129566413
1022,0.0,"0      375251
1      351703
2    15833469
3      365552
4      442436
dtype: float64",fixed 364x364 (2053999932).bmp,merge,,,asm2,3473682.2,3,,3473682.2,47740071658246.7,fixed,364,364,2053999932
1023,0.14674845465465455,"0    372222
1    383633
2    355290
3    366331
4    372397
dtype: float64",fixed 364x364 (2053999932).bmp,merge,,,asm2,369974.6,3,,369974.6,106596004.2999878,fixed,364,364,2053999932
1024,0.0,"0    165156
1    164738
2    165938
3    166258
4    167785
dtype: float64",fixed 248x248 (2084420925).bmp,merge,,,asm2,165975.0,3,,165975.0,1389622.0,fixed,248,248,2084420925
1025,0.14674845465465455,"0    164253
1    163292
2    165731
3    166881
4    182526
dtype: float64",fixed 248x248 (2084420925).bmp,merge,,,asm2,168536.6,3,,168536.6,63042693.30000305,fixed,248,248,2084420925
1026,0.0,"0    112102
1    108197
2    106674
3    106689
4    107007
dtype: float64",random2 200x200 (959798838).bmp,merge,,,asm2,108133.8,3,,108133.8,5309686.700000763,random2,200,200,959798838
1027,0.14674845465465455,"0    107404
1    107123
2    137402
3    128493
4    112294
dtype: float64",random2 200x200 (959798838).bmp,merge,,,asm2,118543.2,3,,118543.2,187052025.70000076,random2,200,200,959798838
1028,0.0,"0     107446
1     103939
2    4809522
3     107367
4     106601
dtype: float64",random2 200x200 (25750299).bmp,merge,,,asm2,1046975.0,3,,1046975.0,4423989504971.5,random2,200,200,25750299
1029,0.14674845465465455,"0    115823
1    106729
2    106506
3    107126
4    114587
dtype: float64",random2 200x200 (25750299).bmp,merge,,,asm2,110154.2,3,,110154.2,21499090.700000763,random2,200,200,25750299
1030,0.0,"0    106653
1    186101
2    106595
3    107584
4    108002
dtype: float64",random2 200x200 (766480852).bmp,merge,,,asm2,122987.0,3,,122987.0,1245169212.5,random2,200,200,766480852
1031,0.14674845465465455,"0    106659
1    107367
2    112239
3    107068
4    107449
dtype: float64",random2 200x200 (766480852).bmp,merge,,,asm2,108156.4,3,,108156.4,5304502.799999237,random2,200,200,766480852
1032,0.0,"0    109064
1    107181
2    106772
3    106458
4    106586
dtype: float64",random1 200x200 (1264095060).bmp,merge,,,asm2,107212.2,3,,107212.2,1146214.200000763,random1,200,200,1264095060
1033,0.14674845465465455,"0      107141
1      106424
2      106253
3    15711522
4      106720
dtype: float64",random1 200x200 (1264095060).bmp,merge,,,asm2,3227612.0,3,,3227612.0,48702502890957.5,random1,200,200,1264095060
1034,0.0,"0    415784
1    186864
2    186376
3    184898
4    185606
dtype: float64",fixed 264x264 (1159126505).bmp,merge,,,asm2,231905.6,3,,231905.6,10566580902.800003,fixed,264,264,1159126505
1035,0.14674845465465455,"0    188583
1    185130
2    189120
3    186232
4    185945
dtype: float64",fixed 264x264 (1159126505).bmp,merge,,,asm2,187002.0,3,,187002.0,3050004.5,fixed,264,264,1159126505
1036,0.0,"0    106695
1    106464
2    108011
3    127182
4    110197
dtype: float64",random1 200x200 (155324914).bmp,merge,,,asm2,111709.8,3,,111709.8,77006323.70000076,random1,200,200,155324914
1037,0.14674845465465455,"0    110762
1    108726
2    106656
3    106607
4    107251
dtype: float64",random1 200x200 (155324914).bmp,merge,,,asm2,108000.4,3,,108000.4,3115876.299999237,random1,200,200,155324914
1038,0.0,"0    107367
1    107019
2    106622
3    106656
4    112071
dtype: float64",random2 200x200 (901471110).bmp,merge,,,asm2,107947.0,3,,107947.0,5406816.5,random2,200,200,901471110
1039,0.14674845465465455,"0    107929
1    107321
2    106558
3    106222
4    106564
dtype: float64",random2 200x200 (901471110).bmp,merge,,,asm2,106918.8,3,,106918.8,480964.70000076294,random2,200,200,901471110
1040,0.0,"0    56779
1    57121
2    57298
3    56834
4    57942
dtype: float64",fixed 148x148 (1059961393).bmp,merge,,,asm2,57194.8,3,,57194.8,219367.69999980927,fixed,148,148,1059961393
1041,0.14674845465465455,"0    55412
1    57637
2    57032
3    56983
4    58263
dtype: float64",fixed 148x148 (1059961393).bmp,merge,,,asm2,57065.4,3,,57065.4,1125652.3000001907,fixed,148,148,1059961393
1042,0.0,"0    115915
1    107416
2    106778
3    103487
4    106680
dtype: float64",random2 200x200 (954978700).bmp,merge,,,asm2,108055.2,3,,108055.2,21643974.700000763,random2,200,200,954978700
1043,0.14674845465465455,"0    107654
1    106750
2    107941
3    106671
4    106757
dtype: float64",random2 200x200 (954978700).bmp,merge,,,asm2,107154.6,3,,107154.6,355870.29999923706,random2,200,200,954978700
1044,0.0,"0    33023
1    30682
2    30682
3    30786
4    30841
dtype: float64",fixed 108x108 (278722862).bmp,merge,,,asm2,31202.8,3,,31202.8,1040053.7000000477,fixed,108,108,278722862
1045,0.14674845465465455,"0    31094
1    31171
2    31283
3    30655
4    30349
dtype: float64",fixed 108x108 (278722862).bmp,merge,,,asm2,30910.4,3,,30910.4,155212.79999995232,fixed,108,108,278722862
1046,0.0,"0    103535
1    107956
2    106867
3    107269
4    110291
dtype: float64",random1 200x200 (1350490027).bmp,merge,,,asm2,107183.6,3,,107183.6,5918086.799999237,random1,200,200,1350490027
1047,0.14674845465465455,"0    106613
1    106977
2    106729
3    107670
4    106650
dtype: float64",random1 200x200 (1350490027).bmp,merge,,,asm2,106927.8,3,,106927.8,192268.70000076294,random1,200,200,1350490027
1048,0.0,"0    274184
1    107010
2    107581
3    120430
4    106613
dtype: float64",random1 200x200 (84353895).bmp,merge,,,asm2,143163.6,3,,143163.6,5398078090.299999,random1,200,200,84353895
1049,0.14674845465465455,"0    106293
1    106751
2    106503
3    106546
4    161469
dtype: float64",random1 200x200 (84353895).bmp,merge,,,asm2,117512.4,3,,117512.4,603833541.7999992,random1,200,200,84353895
1050,0.0,"0    106839
1    113567
2    106961
3    106973
4    106393
dtype: float64",random1 200x200 (407487131).bmp,merge,,,asm2,108146.6,3,,108146.6,9237162.799999237,random1,200,200,407487131
1051,0.14674845465465455,"0    107245
1    108097
2    107071
3    106296
4    106729
dtype: float64",random1 200x200 (407487131).bmp,merge,,,asm2,107087.6,3,,107087.6,449790.79999923706,random1,200,200,407487131
1052,0.0,"0    217472
1    215486
2    216517
3    215900
4    213928
dtype: float64",fixed 284x284 (1141616124).bmp,merge,,,asm2,215860.6,3,,215860.6,1726072.8000030518,fixed,284,284,1141616124
1053,0.14674845465465455,"0    208380
1    222134
2    214930
3    217350
4    250875
dtype: float64",fixed 284x284 (1141616124).bmp,merge,,,asm2,222733.8,3,,222733.8,272050767.19999695,fixed,284,284,1141616124
1054,0.0,"0    70091
1    69722
2    70736
3    70919
4    69899
dtype: float64",fixed 164x164 (1131176229).bmp,merge,,,asm2,70273.4,3,,70273.4,277071.30000019073,fixed,164,164,1131176229
1055,0.14674845465465455,"0    69844
1    69719
2    70299
3    70140
4    70281
dtype: float64",fixed 164x164 (1131176229).bmp,merge,,,asm2,70056.6,3,,70056.6,68810.30000019073,fixed,164,164,1131176229
1056,0.0,"0    290043
1    295803
2    302562
3    328393
4    292763
dtype: float64",fixed 328x328 (356426808).bmp,merge,,,asm2,301912.8,3,,301912.8,240890775.19999695,fixed,328,328,356426808
1057,0.14674845465465455,"0    293455
1    311567
2    329739
3    286243
4    288614
dtype: float64",fixed 328x328 (356426808).bmp,merge,,,asm2,301923.6,3,,301923.6,340358873.80000305,fixed,328,328,356426808
1058,0.0,"0    5452
1    5537
2    5916
3    6145
4    5889
dtype: float64",fixed 44x44 (1025202362).bmp,merge,,,asm2,5787.8,3,,5787.8,82482.70000000298,fixed,44,44,1025202362
1059,0.14674845465465455,"0    5864
1    5635
2    5693
3    5852
4    5608
dtype: float64",fixed 44x44 (1025202362).bmp,merge,,,asm2,5730.4,3,,5730.4,14529.29999999702,fixed,44,44,1025202362
1060,0.0,"0    112156
1    106445
2    109409
3    106958
4    106287
dtype: float64",random2 200x200 (250037052).bmp,merge,,,asm2,108251.0,3,,108251.0,6345192.5,random2,200,200,250037052
1061,0.14674845465465455,"0    134939
1    107459
2    106699
3    106928
4    106549
dtype: float64",random2 200x200 (250037052).bmp,merge,,,asm2,112514.8,3,,112514.8,157258123.20000076,random2,200,200,250037052
1062,0.0,"0    107501
1    106424
2    106121
3    102928
4    107141
dtype: float64",random2 200x200 (1113699290).bmp,merge,,,asm2,106023.0,3,,106023.0,3295959.5,random2,200,200,1113699290
1063,0.14674845465465455,"0    107642
1    106284
2    107367
3    106641
4    106726
dtype: float64",random2 200x200 (1113699290).bmp,merge,,,asm2,106932.0,3,,106932.0,310086.5,random2,200,200,1113699290
1064,0.0,"0     106943
1     107120
2    1230516
3     106870
4     106726
dtype: float64",random1 200x200 (87755422).bmp,merge,,,asm2,331635.0,3,,331635.0,252495973939.0,random1,200,200,87755422
1065,0.14674845465465455,"0    106714
1    106525
2    108951
3    125294
4    108228
dtype: float64",random1 200x200 (87755422).bmp,merge,,,asm2,111142.4,3,,111142.4,63623713.29999924,random1,200,200,87755422
1066,0.0,"0    107324
1    147259
2    107294
3    106693
4    107169
dtype: float64",random1 200x200 (1760281936).bmp,merge,,,asm2,115147.8,3,,115147.8,322292019.70000076,random1,200,200,1760281936
1067,0.14674845465465455,"0    106454
1    106677
2    106806
3    107040
4    106830
dtype: float64",random1 200x200 (1760281936).bmp,merge,,,asm2,106761.4,3,,106761.4,46482.79999923706,random1,200,200,1760281936
1068,0.0,"0    106787
1    106872
2    108970
3    106870
4    106864
dtype: float64",random1 200x200 (552473416).bmp,merge,,,asm2,107272.6,3,,107272.6,901623.7999992371,random1,200,200,552473416
1069,0.14674845465465455,"0    107251
1    106775
2    108466
3    110203
4    108335
dtype: float64",random1 200x200 (552473416).bmp,merge,,,asm2,108206.0,3,,108206.0,1758009.0,random1,200,200,552473416
