,alpha,experiment,filename,filter,h,l,language,make-param,mean,min,s,size,tmean,var
7889,,random-pixel-fixed-size,random2 200x200 (1804275551),blur,,,c,o3,2033413.96,2022758,,200,2028349.12,172770339.392045
7890,,random-pixel-fixed-size,random2 200x200 (366978141),blur,,,c,o3,2040464.1,2024251,,200,2029376.6,796198584.273359
7891,,random-pixel-fixed-size,random2 200x200 (155591899),blur,,,c,o3,2032711.78,2021727,,200,2027250.94,177648530.274621
7892,,random-pixel-fixed-size,random2 200x200 (1711667133),blur,,,c,o3,1803022.97,1162229,,200,1981039.08,160557432961.222
7893,,random-pixel-fixed-size,random2 200x200 (75172477),blur,,,c,o3,1786869.93,1156640,,200,1966638.68,155393662000.975
7894,,random-pixel-fixed-size,random2 200x200 (1395739259),blur,,,c,o3,2040409.55,2022794,,200,2029927.3,695249924.977273
7895,,random-pixel-fixed-size,random2 200x200 (1812101828),blur,,,c,o3,1915782.39,1160398,,200,2032929.08,100998274560.988
7896,,random-pixel-fixed-size,random2 200x200 (1249410364),blur,,,c,o3,2034698.53,2021619,,200,2026650.26,1260196080.51452
7897,,random-pixel-fixed-size,random2 200x200 (1136367389),blur,,,c,o3,1809853.78,1162104,,200,1980415.68,177997108186.881
7898,,random-pixel-fixed-size,random2 200x200 (730463925),blur,,,c,o3,1791587.96,1157187,,200,1962337.56,165935162646.039
7899,,random-pixel-fixed-size,random2 200x200 (1560034298),blur,,,c,o3,1876774.54,1159408,,200,2033378.94,114345771449.039
7900,,random-pixel-fixed-size,random2 200x200 (1309478823),blur,,,asm1,o3,1192000.91,1181605,,200,1188972.7,175017966.304924
7901,,random-pixel-fixed-size,random2 200x200 (1076377804),blur,,,asm1,o3,1192306.93,1179372,,200,1189070.44,300430153.783144
7902,,random-pixel-fixed-size,random2 200x200 (2067038044),blur,,,asm1,o3,1195146.49,1189073,,200,1192847.88,59893720.7373737
7903,,random-pixel-fixed-size,random2 200x200 (191536171),blur,,,asm1,o3,1192120.29,1183961,,200,1189549.9,66570019.7029672
7904,,random-pixel-fixed-size,random2 200x200 (663711792),blur,,,asm1,o3,1141547.92,680564,,200,1193517.76,25018322897.5087
7905,,random-pixel-fixed-size,random2 200x200 (818034604),blur,,,asm1,o3,1160965.37,679205,,200,1213447.64,27536893481.7506
7906,,random-pixel-fixed-size,random2 200x200 (1144991476),blur,,,asm1,o3,1212421.94,1189428,,200,1208595.68,257118235.208333
7907,,random-pixel-fixed-size,random2 200x200 (335467078),blur,,,asm1,o3,1219247.18,1186724,,200,1211754,3523837869.34091
7908,,random-pixel-fixed-size,random2 200x200 (813833609),blur,,,asm1,o3,1193238.23,1186107,,200,1191326.98,52016310.0779672
7909,,random-pixel-fixed-size,random2 200x200 (2081421295),blur,,,asm1,o3,1203410.68,1187934,,200,1195150.64,354522651.128788
7910,,random-pixel-fixed-size,random2 200x200 (1665194694),blur,,,asm1,o3,1234736.68,1187391,,200,1207448.76,75060005606.4823
7911,,random-pixel-fixed-size,random2 200x200 (1634660306),blur,,,asm1,o3,1028202.08,678907,,200,1105224.24,63234981579.1652
7912,,random-pixel-fixed-size,random2 200x200 (594662880),blur,,,asm1,o3,959634.57,676198,,200,980720.66,65263073826.4901
7913,,random-pixel-fixed-size,random2 200x200 (2099086020),blur,,,asm1,o3,1197619.48,1134230,,200,1175770.06,32382222856.9391
7914,,random-pixel-fixed-size,random2 200x200 (959798838),blur,,,asm1,o3,1136559.04,1117288,,200,1131727.28,449653684.240846
7915,,random-pixel-fixed-size,random2 200x200 (25750299),blur,,,asm1,o3,1119352.62,1109950,,200,1116514.16,83221881.0258838
7916,,random-pixel-fixed-size,random2 200x200 (766480852),blur,,,asm1,o3,1059610.8,681596,,200,1136564.96,41037235121.6364
7917,,random-pixel-fixed-size,random2 200x200 (901471110),blur,,,asm1,o3,957559,686824,,200,947646.98,101520757877.919
7918,,random-pixel-fixed-size,random2 200x200 (954978700),blur,,,asm1,o3,1120326.98,682238,,200,1131506.8,38712196580.9692
7919,,random-pixel-fixed-size,random2 200x200 (250037052),blur,,,asm1,o3,1060033.13,676412,,200,1117243.76,22530028034.3163
7920,,random-pixel-fixed-size,random2 200x200 (1113699290),blur,,,asm1,o3,1144757.2,1119772,,200,1140459.12,385015957.656566
7921,,random-pixel-fixed-size,random2 200x200 (1250718455),blur,,,asm1,o3,1139244.92,1116678,,200,1137437.08,337723561.246054
7922,,random-pixel-fixed-size,random2 200x200 (98768428),blur,,,asm1,o3,1144496.46,1117726,,200,1141151.68,624051757.887311
7923,,random-pixel-fixed-size,random2 200x200 (960449276),blur,,,asm1,o3,1143451.6,1116006,,200,1141981.48,209086932.363636
7924,,random-pixel-fixed-size,random2 200x200 (232899880),blur,,,asm1,o3,1142661.22,1119736,,200,1142466.84,347509590.698548
7925,,random-pixel-fixed-size,random2 200x200 (602713750),blur,,,asm1,o3,1145536.94,1116298,,200,1139330.24,795624401.329703
7926,,random-pixel-fixed-size,random2 200x200 (1790746779),blur,,,asm1,o3,979367.59,688137,,200,980903.92,130546063120.022
7927,,random-pixel-fixed-size,random2 200x200 (1585298692),blur,,,asm1,o3,1121449.97,690134,,200,1139147.44,13764056809.5245
7928,,random-pixel-fixed-size,random2 200x200 (1556677371),blur,,,asm1,o3,1061242.33,675162,,200,1118735.76,24063522853.2336
7929,,random-pixel-fixed-size,random2 200x200 (88885284),blur,,,asm1,o3,1131967.46,1113868,,200,1123175.76,575463170.493371
7930,,random-pixel-fixed-size,random2 200x200 (1427056614),blur,,,asm1,o3,993402.56,681065,,200,1033881.98,101639884618.309
7931,,random-pixel-fixed-size,random2 200x200 (1258505823),blur,,,asm1,o3,1149916.14,1117062,,200,1142601,449476588.222696
7932,,random-pixel-fixed-size,random2 200x200 (13999837),blur,,,asm1,o3,1141343.34,1115932,,200,1137645.92,1941347184.16604
7933,,random-pixel-fixed-size,random2 200x200 (279861221),blur,,,asm1,o3,1149190.74,1118130,,200,1141934,625255429.467014
7934,,random-pixel-fixed-size,random2 200x200 (211996288),blur,,,asm1,o3,949104.47,690817,,200,974501.2,48741176050.2921
7935,,random-pixel-fixed-size,random2 200x200 (369554448),blur,,,asm1,o3,1095717.03,683298,,200,1122351.96,11897813158.3729
7936,,random-pixel-fixed-size,random2 200x200 (204557828),blur,,,asm1,o3,946367.86,677962,,200,972508.36,49403431701.3944
7937,,random-pixel-fixed-size,random2 200x200 (468736315),blur,,,asm1,o3,724786.52,678554,,200,687546.5,16104699229.343
7938,,random-pixel-fixed-size,random2 200x200 (2124251098),blur,,,asm1,o3,1166454.64,1120756,,200,1124774.16,92262935598.8591
7939,,random-pixel-fixed-size,random2 200x200 (1904101559),blur,,,asm1,o3,1124746,1113264,,200,1122999.56,52610726.3030303
7940,,random-pixel-fixed-size,random2 200x200 (1940591161),blur,,,asm1,o3,1130324.92,1111346,,200,1122459.96,2244480752.51878
7941,,random-pixel-fixed-size,random2 200x200 (1054231799),blur,,,asm1,o3,1119140.58,1113374,,200,1117014.56,59900891.0945391
7942,,random-pixel-fixed-size,random2 200x200 (696556207),blur,,,asm1,o3,1132956.1,1112886,,200,1122187,4144027361.64647
7943,,random-pixel-fixed-size,random2 200x200 (923192533),blur,,,asm1,o3,1136842.96,1115982,,200,1127656.16,2024679973.21054
7944,,random-pixel-fixed-size,random2 200x200 (880121610),blur,,,asm1,o3,1138766.02,1117202,,200,1137996.44,127593129.898516
7945,,random-pixel-fixed-size,random2 200x200 (663282821),blur,,,asm1,o3,1138536.92,1117636,,200,1137641.76,171890669.124842
7946,,random-pixel-fixed-size,random2 200x200 (159286226),blur,,,asm1,o3,1123034.7,1116622,,200,1120171.76,66638811.2626263
7947,,random-pixel-fixed-size,random2 200x200 (532333135),blur,,,asm1,o3,1140584.18,1118496,,200,1138112.52,156493412.77541
7948,,random-pixel-fixed-size,random2 200x200 (1991128557),blur,,,asm1,o3,1141461.55,1120242,,200,1138001.08,168927135.603693
7949,,random-pixel-fixed-size,random2 200x200 (1960721183),blur,,,asm1,o3,1136529.08,1116140,,200,1136884.92,136035709.771307
7950,,random-pixel-fixed-size,random2 200x200 (438714404),blur,,,asm1,o3,951243.71,681164,,200,938281.82,101071097084.147
7951,,random-pixel-fixed-size,random2 200x200 (1337225634),blur,,,asm1,o3,1052235.28,678575,,200,1119668.28,26029928427.1531
7952,,random-pixel-fixed-size,random2 200x200 (582362178),blur,,,asm1,o3,1098615.82,676756,,200,1119488.92,10102904422.331
7953,,random-pixel-fixed-size,random2 200x200 (105197541),blur,,,asm1,o3,1123347.36,1115254,,200,1119890.96,132287438.778251
7954,,random-pixel-fixed-size,random2 200x200 (2116845032),blur,,,asm1,o3,1134932.44,1116024,,200,1135280.76,195021274.309501
7955,,random-pixel-fixed-size,random2 200x200 (392228696),blur,,,asm1,o3,1135064.7,1114876,,200,1134860.48,209472991.060606
7956,,random-pixel-fixed-size,random2 200x200 (223729824),blur,,,asm1,o3,878458.65,690561,,200,835675.88,48030537210.6742
7957,,random-pixel-fixed-size,random2 200x200 (827462710),blur,,,asm1,o3,1062939.76,680253,,200,1132117.28,28328812505.1337
7958,,random-pixel-fixed-size,random2 200x200 (314227535),blur,,,asm1,o3,999070.39,680783,,200,997105.64,237286057213.998
7959,,random-pixel-fixed-size,random2 200x200 (861264076),blur,,,asm1,o3,1146940.34,697280,,200,1142109.52,5835904718.46907
7960,,random-pixel-fixed-size,random2 200x200 (1624213497),blur,,,asm1,o3,1033990.25,678247,,200,1118604.8,31252798274.634
7961,,random-pixel-fixed-size,random2 200x200 (826030693),blur,,,asm1,o3,1141503.78,1120932,,200,1138326.96,128464394.981376
7962,,random-pixel-fixed-size,random2 200x200 (37805787),blur,,,asm1,o3,1140407.24,1117948,,200,1135552.44,1279775248.14378
7963,,random-pixel-fixed-size,random2 200x200 (1278717062),blur,,,asm1,o3,1122278.3,1116886,,200,1119325.48,82448213.9292929
7964,,random-pixel-fixed-size,random2 200x200 (1804532640),blur,,,asm1,o3,1140785.46,1117850,,200,1137131.28,437376092.998422
7965,,random-pixel-fixed-size,random2 200x200 (1272590008),blur,,,asm1,o3,1122433.92,1110846,,200,1119684.68,119517210.417771
7966,,random-pixel-fixed-size,random2 200x200 (111632295),blur,,,asm1,o3,955544.11,680402,,200,933245.26,175603692547.857
7967,,random-pixel-fixed-size,random2 200x200 (1110322077),blur,,,asm1,o3,1125056.16,1118722,,200,1122856.4,57353212.4993687
7968,,random-pixel-fixed-size,random2 200x200 (1904825301),blur,,,asm1,o3,1119346.9,1109106,,200,1116568.08,70742369.7272727
7969,,random-pixel-fixed-size,random2 200x200 (1491826219),blur,,,asm1,o3,1119264.86,1111176,,200,1116548.52,74186245.7580493
7970,,random-pixel-fixed-size,random2 200x200 (149362799),blur,,,asm1,o3,1152635.16,1114450,,200,1140786.12,4176403963.57008
7971,,random-pixel-fixed-size,random2 200x200 (210173080),blur,,,asm1,o3,942837.4,690813,,200,961110.58,50908070405.5556
7972,,random-pixel-fixed-size,random2 200x200 (1641401680),blur,,,asm1,o3,1147111.06,1137966,,200,1142871.72,224918516.966067
7973,,random-pixel-fixed-size,random2 200x200 (1483653965),blur,,,asm1,o3,1120479.54,1109594,,200,1117732.16,138979430.695391
7974,,random-pixel-fixed-size,random2 200x200 (678517663),blur,,,asm1,o3,949272.53,679391,,200,949163.46,64850195706.1103
7975,,random-pixel-fixed-size,random2 200x200 (267243337),blur,,,asm1,o3,1032883.79,692409,,200,1130621.68,34742813205.7838
7976,,random-pixel-fixed-size,random2 200x200 (2025457891),blur,,,asm1,o3,906536.06,687619,,200,893264.84,49324810152.8247
7977,,random-pixel-fixed-size,random2 200x200 (1993704154),blur,,,asm1,o3,830435.09,677983,,200,744154.54,47992234638.3453
7978,,random-pixel-fixed-size,random2 200x200 (889485400),blur,,,asm1,o3,1144222.8,1131366,,200,1140831.6,274144254.787879
7979,,random-pixel-fixed-size,random2 200x200 (500913976),blur,,,asm1,o3,1141132.76,1119162,,200,1138081.2,338901899.052872
7980,,random-pixel-fixed-size,random2 200x200 (2101086718),blur,,,asm1,o3,1122744.2,1115492,,200,1120318.16,64558321.3333333
7981,,random-pixel-fixed-size,random2 200x200 (326834681),blur,,,asm1,o3,1135376.22,1119002,,200,1131193.6,609222674.577336
7982,,random-pixel-fixed-size,random2 200x200 (1523873429),blur,,,asm1,o3,1140232,1113228,,200,1132530.72,3326395158.62626
7983,,random-pixel-fixed-size,random2 200x200 (1240563377),blur,,,asm1,o3,1122516.13,684449,,200,1142259.6,11129315519.9729
7984,,random-pixel-fixed-size,random2 200x200 (408079536),blur,,,asm1,o3,1066943.05,681438,,200,1134816.28,27992012416.9168
7985,,random-pixel-fixed-size,random2 200x200 (355197215),blur,,,asm1,o3,1124709.5,1118862,,200,1122492.48,59820531.1818182
7986,,random-pixel-fixed-size,random2 200x200 (1115532105),blur,,,asm1,o3,1130736.08,1116304,,200,1126160.84,279886218.90262
7987,,random-pixel-fixed-size,random2 200x200 (163025128),blur,,,asm1,o3,1126021.12,1117348,,200,1122803.64,134972122.530934
7988,,random-pixel-fixed-size,random2 200x200 (673967233),blur,,,asm1,o3,1136876.82,1117086,,200,1136575.92,443614263.361269
7989,,random-pixel-fixed-size,random2 200x200 (1804275551),blur,,,asm1,o3,1125406.86,1118662,,200,1123052.72,62501747.8186553
7990,,random-pixel-fixed-size,random2 200x200 (366978141),blur,,,asm1,o3,967122.7,691745,,200,950349.92,112667630242.576
7991,,random-pixel-fixed-size,random2 200x200 (155591899),blur,,,asm1,o3,1126532.1,1116316,,200,1120278.04,684049486.818182
7992,,random-pixel-fixed-size,random2 200x200 (1711667133),blur,,,asm1,o3,1140843.16,1116500,,200,1141394.08,187007080.580177
7993,,random-pixel-fixed-size,random2 200x200 (75172477),blur,,,asm1,o3,1008962.43,967111,,200,991915.1,2689996823.60117
7994,,random-pixel-fixed-size,random2 200x200 (1395739259),blur,,,asm1,o3,975881.76,950243,,200,967819.8,1294473020.10338
7995,,random-pixel-fixed-size,random2 200x200 (1812101828),blur,,,asm1,o3,970146.06,950088,,200,969793.52,367459259.854956
7996,,random-pixel-fixed-size,random2 200x200 (1249410364),blur,,,asm1,o3,883798.67,679847,,200,937943.7,17129569749.9809
7997,,random-pixel-fixed-size,random2 200x200 (1136367389),blur,,,asm1,o3,838298.25,679885,,200,852670.54,19135739411.7652
7998,,random-pixel-fixed-size,random2 200x200 (730463925),blur,,,asm1,o3,972911.58,947817,,200,970519.12,513999782.670297
7999,,random-pixel-fixed-size,random2 200x200 (1560034298),blur,,,asm1,o3,832364.45,678306,,200,845512.64,18327353471.3813
8000,,random-pixel-fixed-size,random2 200x200 (1309478823),blur,,,asm2,o3,804666.86,606713,,200,849961.46,9583639959.49534
8001,,random-pixel-fixed-size,random2 200x200 (1076377804),blur,,,asm2,o3,856488.12,845795,,200,852834.9,366985525.945076
8002,,random-pixel-fixed-size,random2 200x200 (2067038044),blur,,,asm2,o3,852574.09,847573,,200,849225.32,317645216.082702
8003,,random-pixel-fixed-size,random2 200x200 (191536171),blur,,,asm2,o3,853026.04,845910,,200,848112.38,764950866.947917
8004,,random-pixel-fixed-size,random2 200x200 (663711792),blur,,,asm2,o3,857881.89,847820,,200,853443.56,488715179.230271
8005,,random-pixel-fixed-size,random2 200x200 (818034604),blur,,,asm2,o3,857268.3,847772,,200,855043.84,111901637.444444
8006,,random-pixel-fixed-size,random2 200x200 (1144991476),blur,,,asm2,o3,854217.29,845495,,200,851297.12,109890004.43024
8007,,random-pixel-fixed-size,random2 200x200 (335467078),blur,,,asm2,o3,850952.7,845350,,200,848272.68,57424344.6767677
8008,,random-pixel-fixed-size,random2 200x200 (813833609),blur,,,asm2,o3,806003.42,605764,,200,847959.52,8713363894.04403
8009,,random-pixel-fixed-size,random2 200x200 (2081421295),blur,,,asm2,o3,838883.05,604302,,200,847929.68,2424072679.56313
8010,,random-pixel-fixed-size,random2 200x200 (1665194694),blur,,,asm2,o3,729509.21,605594,,200,728295.26,14103353815.9656
8011,,random-pixel-fixed-size,random2 200x200 (1634660306),blur,,,asm2,o3,849841.6,845602,,200,848025,35028670.4040404
8012,,random-pixel-fixed-size,random2 200x200 (594662880),blur,,,asm2,o3,849675.35,847583,,200,847898.94,42714417.5631313
8013,,random-pixel-fixed-size,random2 200x200 (2099086020),blur,,,asm2,o3,808657.1,606303,,200,847934.04,9086531939.70707
8014,,random-pixel-fixed-size,random2 200x200 (959798838),blur,,,asm2,o3,842620.39,604609,,200,851228.68,2818640690.70502
8015,,random-pixel-fixed-size,random2 200x200 (25750299),blur,,,asm2,o3,849219.86,845596,,200,847962.9,24479127.4348169
8016,,random-pixel-fixed-size,random2 200x200 (766480852),blur,,,asm2,o3,849312.98,845601,,200,847967.62,25040666.8682134
8017,,random-pixel-fixed-size,random2 200x200 (901471110),blur,,,asm2,o3,849369.24,847670,,200,847972.46,24810384.4670139
8018,,random-pixel-fixed-size,random2 200x200 (954978700),blur,,,asm2,o3,807618.32,606191,,200,848084.72,8324838073.87634
8019,,random-pixel-fixed-size,random2 200x200 (250037052),blur,,,asm2,o3,838250.35,605201,,200,847873.88,2508113971.50253
8020,,random-pixel-fixed-size,random2 200x200 (1113699290),blur,,,asm2,o3,849432.17,845621,,200,847899.9,26537907.8798927
8021,,random-pixel-fixed-size,random2 200x200 (1250718455),blur,,,asm2,o3,654678.8,605529,,200,607232.02,8964436337.0505
8022,,random-pixel-fixed-size,random2 200x200 (98768428),blur,,,asm2,o3,840037.19,604522,,200,847885.7,2040524763.08475
8023,,random-pixel-fixed-size,random2 200x200 (960449276),blur,,,asm2,o3,849678.6,845650,,200,848067.96,24911308.1414141
8024,,random-pixel-fixed-size,random2 200x200 (232899880),blur,,,asm2,o3,852569.74,845683,,200,849653.7,61084741.0629735
8025,,random-pixel-fixed-size,random2 200x200 (602713750),blur,,,asm2,o3,849687.06,845461,,200,848028.9,35912349.4913194
8026,,random-pixel-fixed-size,random2 200x200 (1790746779),blur,,,asm2,o3,849581.9,845345,,200,847941.62,34592460.0707071
8027,,random-pixel-fixed-size,random2 200x200 (1585298692),blur,,,asm2,o3,850208.91,845630,,200,847925.1,160703260.426136
8028,,random-pixel-fixed-size,random2 200x200 (1556677371),blur,,,asm2,o3,849218.75,845567,,200,848019.28,17887429.1590909
8029,,random-pixel-fixed-size,random2 200x200 (88885284),blur,,,asm2,o3,849197.88,845601,,200,847890.66,29289125.7430556
8030,,random-pixel-fixed-size,random2 200x200 (1427056614),blur,,,asm2,o3,739294.43,605392,,200,750342.06,14451823477.9041
8031,,random-pixel-fixed-size,random2 200x200 (1258505823),blur,,,asm2,o3,850234.43,845577,,200,848068.62,217793530.772885
8032,,random-pixel-fixed-size,random2 200x200 (13999837),blur,,,asm2,o3,849271.76,845592,,200,848032.28,23105785.2144886
8033,,random-pixel-fixed-size,random2 200x200 (279861221),blur,,,asm2,o3,856335.71,845519,,200,854329.6,110174536.551452
8034,,random-pixel-fixed-size,random2 200x200 (211996288),blur,,,asm2,o3,849159.18,845505,,200,847991.62,16144753.8259154
8035,,random-pixel-fixed-size,random2 200x200 (369554448),blur,,,asm2,o3,849375.64,845538,,200,848041.94,27155637.1014836
8036,,random-pixel-fixed-size,random2 200x200 (204557828),blur,,,asm2,o3,849795.8,845906,,200,848193.82,25081236.5252525
8037,,random-pixel-fixed-size,random2 200x200 (468736315),blur,,,asm2,o3,849277.23,845858,,200,847995.34,29181484.8252841
8038,,random-pixel-fixed-size,random2 200x200 (2124251098),blur,,,asm2,o3,820991.02,606489,,200,847935.6,9248600502.52486
8039,,random-pixel-fixed-size,random2 200x200 (1904101559),blur,,,asm2,o3,830393.68,604737,,200,848035.34,4447945882.17937
8040,,random-pixel-fixed-size,random2 200x200 (1940591161),blur,,,asm2,o3,741078.46,605454,,200,752517.78,14814433683.6853
8041,,random-pixel-fixed-size,random2 200x200 (1054231799),blur,,,asm2,o3,848943.27,845558,,200,847930.42,23789465.8959912
8042,,random-pixel-fixed-size,random2 200x200 (696556207),blur,,,asm2,o3,849231.23,845703,,200,847960.52,27423693.9767992
8043,,random-pixel-fixed-size,random2 200x200 (923192533),blur,,,asm2,o3,854838.36,847530,,200,848105,205059455.141888
8044,,random-pixel-fixed-size,random2 200x200 (880121610),blur,,,asm2,o3,855231.59,845471,,200,851688.16,215055414.446338
8045,,random-pixel-fixed-size,random2 200x200 (663282821),blur,,,asm2,o3,849446.2,845601,,200,847941.86,29694614.6262626
8046,,random-pixel-fixed-size,random2 200x200 (159286226),blur,,,asm2,o3,659394.27,605561,,200,607364.52,10623488358.987
8047,,random-pixel-fixed-size,random2 200x200 (532333135),blur,,,asm2,o3,844359.12,604472,,200,851207.08,2240995388.30871
8048,,random-pixel-fixed-size,random2 200x200 (1991128557),blur,,,asm2,o3,859541.41,847926,,200,851824.18,1383867101.82008
8049,,random-pixel-fixed-size,random2 200x200 (1960721183),blur,,,asm2,o3,788229.25,605512,,200,835691.04,12306551755.2399
8050,,random-pixel-fixed-size,random2 200x200 (438714404),blur,,,asm2,o3,849269.79,845509,,200,847949.12,23095301.521149
8051,,random-pixel-fixed-size,random2 200x200 (1337225634),blur,,,asm2,o3,852893.28,847718,,200,848067.34,131939152.809659
8052,,random-pixel-fixed-size,random2 200x200 (582362178),blur,,,asm2,o3,849531.19,845838,,200,848015.26,28913761.5696023
8053,,random-pixel-fixed-size,random2 200x200 (105197541),blur,,,asm2,o3,849320.82,845548,,200,848017.36,24686754.431976
8054,,random-pixel-fixed-size,random2 200x200 (2116845032),blur,,,asm2,o3,849083.28,845510,,200,847918.58,22277552.9510732
8055,,random-pixel-fixed-size,random2 200x200 (392228696),blur,,,asm2,o3,850212.79,845563,,200,848046.88,126698147.440341
8056,,random-pixel-fixed-size,random2 200x200 (223729824),blur,,,asm2,o3,849623.8,845350,,200,848135.64,26015258.4848485
8057,,random-pixel-fixed-size,random2 200x200 (827462710),blur,,,asm2,o3,849599.91,847675,,200,847947.96,30769673.3554293
8058,,random-pixel-fixed-size,random2 200x200 (314227535),blur,,,asm2,o3,837860.15,607687,,200,850045.2,13235315353.0783
8059,,random-pixel-fixed-size,random2 200x200 (861264076),blur,,,asm2,o3,827344.46,604667,,200,847973.32,6487796252.33176
8060,,random-pixel-fixed-size,random2 200x200 (1624213497),blur,,,asm2,o3,762840.9,605557,,200,796678.48,13509762803.0606
8061,,random-pixel-fixed-size,random2 200x200 (826030693),blur,,,asm2,o3,849278.77,845577,,200,847849.46,27121287.0071023
8062,,random-pixel-fixed-size,random2 200x200 (37805787),blur,,,asm2,o3,854269.84,845756,,200,847943.94,163051670.034722
8063,,random-pixel-fixed-size,random2 200x200 (1278717062),blur,,,asm2,o3,849348.61,845659,,200,848101.76,23215446.3413826
8064,,random-pixel-fixed-size,random2 200x200 (1804532640),blur,,,asm2,o3,797398.22,605446,,200,847858.64,10533617686.6379
8065,,random-pixel-fixed-size,random2 200x200 (1272590008),blur,,,asm2,o3,851718.36,845510,,200,848465.26,229147598.030776
8066,,random-pixel-fixed-size,random2 200x200 (111632295),blur,,,asm2,o3,849456.8,845630,,200,848073.92,26063112.6060606
8067,,random-pixel-fixed-size,random2 200x200 (1110322077),blur,,,asm2,o3,849845.27,845190,,200,847871.32,36304790.8656881
8068,,random-pixel-fixed-size,random2 200x200 (1904825301),blur,,,asm2,o3,836737.11,609050,,200,848156.52,2824447172.96757
8069,,random-pixel-fixed-size,random2 200x200 (1491826219),blur,,,asm2,o3,808546.79,605516,,200,848005.02,8289405546.49085
8070,,random-pixel-fixed-size,random2 200x200 (149362799),blur,,,asm2,o3,776435.04,605649,,200,822551.04,12465451834.9681
8071,,random-pixel-fixed-size,random2 200x200 (210173080),blur,,,asm2,o3,704621.78,605479,,200,680262.9,13466783626.7188
8072,,random-pixel-fixed-size,random2 200x200 (1641401680),blur,,,asm2,o3,796488.99,605330,,200,847973.76,10107466390.3333
8073,,random-pixel-fixed-size,random2 200x200 (1483653965),blur,,,asm2,o3,849238.87,845553,,200,847919.14,25402640.3768939
8074,,random-pixel-fixed-size,random2 200x200 (678517663),blur,,,asm2,o3,849646.65,845606,,200,848233.5,26830568.25
8075,,random-pixel-fixed-size,random2 200x200 (267243337),blur,,,asm2,o3,849181.04,845582,,200,847881.06,22743782.8065025
8076,,random-pixel-fixed-size,random2 200x200 (2025457891),blur,,,asm2,o3,848916.48,845490,,200,847989.02,14164627.3227588
8077,,random-pixel-fixed-size,random2 200x200 (1993704154),blur,,,asm2,o3,849080.76,845747,,200,847937.36,18988684.4670139
8078,,random-pixel-fixed-size,random2 200x200 (889485400),blur,,,asm2,o3,854394.22,845278,,200,847933.98,1804400995.1834
8079,,random-pixel-fixed-size,random2 200x200 (500913976),blur,,,asm2,o3,849288.37,845432,,200,847944.7,24164208.7607323
8080,,random-pixel-fixed-size,random2 200x200 (2101086718),blur,,,asm2,o3,856826.19,845703,,200,849354.7,767020896.014047
8081,,random-pixel-fixed-size,random2 200x200 (326834681),blur,,,asm2,o3,849248.99,845239,,200,847914.76,24212218.4139836
8082,,random-pixel-fixed-size,random2 200x200 (1523873429),blur,,,asm2,o3,849632.02,847675,,200,847960.72,32391183.2318497
8083,,random-pixel-fixed-size,random2 200x200 (1240563377),blur,,,asm2,o3,858157.76,845669,,200,850240.24,2168167803.53772
8084,,random-pixel-fixed-size,random2 200x200 (408079536),blur,,,asm2,o3,849766.95,845408,,200,848036.3,40803628.7348485
8085,,random-pixel-fixed-size,random2 200x200 (355197215),blur,,,asm2,o3,849073.72,845452,,200,847897.76,20125031.9611742
8086,,random-pixel-fixed-size,random2 200x200 (1115532105),blur,,,asm2,o3,849765.03,845736,,200,847980.38,59979272.6758207
8087,,random-pixel-fixed-size,random2 200x200 (163025128),blur,,,asm2,o3,849605.84,845766,,200,847898.04,32389926.1155303
8088,,random-pixel-fixed-size,random2 200x200 (673967233),blur,,,asm2,o3,854265.36,847728,,200,848042.78,1798448971.82876
8089,,random-pixel-fixed-size,random2 200x200 (1804275551),blur,,,asm2,o3,785800.2,605412,,200,842968.7,11462229594.7071
8090,,random-pixel-fixed-size,random2 200x200 (366978141),blur,,,asm2,o3,792767.77,605980,,200,847847.96,10527994664.0375
8091,,random-pixel-fixed-size,random2 200x200 (155591899),blur,,,asm2,o3,849430.97,845369,,200,848023.76,25705369.0596591
8092,,random-pixel-fixed-size,random2 200x200 (1711667133),blur,,,asm2,o3,811071.16,770606,,200,811115.28,1021099279.42866
8093,,random-pixel-fixed-size,random2 200x200 (75172477),blur,,,asm2,o3,708099.99,678168,,200,707469.06,535960502.252446
8094,,random-pixel-fixed-size,random2 200x200 (1395739259),blur,,,asm2,o3,679416.8,676688,,200,678390.32,21219149.2525253
8095,,random-pixel-fixed-size,random2 200x200 (1812101828),blur,,,asm2,o3,679260.52,676336,,200,678320.4,19340118.1915246
8096,,random-pixel-fixed-size,random2 200x200 (1249410364),blur,,,asm2,o3,679060.04,676268,,200,678350.48,8025930.1802399
8097,,random-pixel-fixed-size,random2 200x200 (1136367389),blur,,,asm2,o3,611525.23,605532,,200,606190.22,366933487.875868
8098,,random-pixel-fixed-size,random2 200x200 (730463925),blur,,,asm2,o3,679304.2,676508,,200,678264.96,29406895.959596
8099,,random-pixel-fixed-size,random2 200x200 (1560034298),blur,,,asm2,o3,679186.6,676560,,200,678226.16,16498946.0606061
8100,0,random-pixel-fixed-size,random2 200x200 (1309478823),merge,,,c,o3,756337.8,699090,,200,766930.34,1428794324.9899
8101,0.1467484547,random-pixel-fixed-size,random2 200x200 (1309478823),merge,,,c,o3,784264.28,778188,,200,783090.4,10560884.7692551
8102,0,random-pixel-fixed-size,random2 200x200 (1076377804),merge,,,c,o3,751299.89,699016,,200,759612.7,1694726025.25039
